Node1,Node2,Weight
126,131,17
6,7,9
62,63,84
66,67,60
41,42,51
91,93,93
125,126,52
36,37,20
79,81,100
13,17,50
70,72,76
58,62,80
66,68,41
40,43,38
95,97,8
37,40,32
122,123,4
97,99,84
91,92,82
11,12,86
83,84,2
129,130,85
113,115,40
22,27,43
32,33,60
38,39,69
14,16,73
27,30,48
105,106,82
28,29,51
53,55,37
56,58,37
10,13,18
34,35,20
50,51,11
44,45,19
67,69,35
51,57,42
35,36,31
135,136,13
32,34,85
48,50,59
1,3,17
41,43,0
15,18,42
45,46,80
77,83,97
54,55,23
145,146,53
140,142,93
142,144,32
13,15,6
116,117,38
144,145,100
36,40,76
112,113,21
71,72,29
27,28,60
124,125,84
108,109,94
4,5,76
140,141,17
16,18,33
89,90,10
39,40,43
71,73,64
7,9,80
82,83,25
75,77,52
141,142,54
103,104,12
15,16,67
115,118,63
38,41,95
21,22,83
127,128,35
17,18,47
9,12,10
65,68,14
93,94,54
84,85,4
85,87,35
14,18,87
111,116,32
25,26,0
64,65,15
47,48,21
87,88,10
39,43,71
18,23,19
73,75,44
99,101,42
19,21,68
77,78,31
104,105,69
29,30,80
95,96,53
68,69,95
51,53,25
99,100,28
72,75,86
6,9,5
131,132,63
129,132,22
49,51,57
110,112,57
68,70,37
112,114,11
51,52,37
24,25,51
4,6,30
74,77,29
127,130,96
12,13,28
39,45,31
88,89,85
144,147,62
16,19,5
139,142,8
80,81,31
65,66,46
59,60,27
73,74,47
23,25,53
147,149,63
72,73,79
132,133,11
100,102,45
130,134,25
14,17,40
141,145,35
145,147,64
143,144,47
126,128,5
20,21,94
78,79,47
114,115,33
121,122,78
48,49,33
107,109,45
94,95,1
23,24,1
118,120,66
40,42,91
147,148,41
8,9,83
119,121,99
81,82,61
31,32,93
58,60,34
103,106,59
69,70,21
104,106,52
117,118,27
126,127,31
33,35,33
7,8,53
115,117,27
9,10,89
28,30,99
61,62,88
89,91,32
119,122,65
106,107,39
47,51,62
56,59,8
37,38,6
18,20,43
33,34,30
