Node1,Node2,Weight
44,45,51
96,98,41
51,53,15
191,193,49
41,44,89
132,133,88
141,142,82
130,132,57
162,163,100
62,64,30
175,176,83
174,175,32
119,120,11
161,163,68
84,85,89
97,100,30
189,191,18
19,23,16
17,19,24
100,101,49
154,156,59
39,40,99
84,86,91
137,138,19
39,42,2
3,7,27
41,42,85
9,11,32
171,172,15
184,186,26
92,96,20
20,23,66
52,54,17
69,71,84
56,57,29
110,112,75
173,174,17
132,135,77
14,15,74
18,22,80
50,52,65
179,183,15
30,32,32
179,180,10
43,45,36
74,75,74
48,51,8
102,103,73
105,108,56
75,77,99
85,87,16
49,50,36
34,35,76
114,117,68
190,192,85
66,68,36
29,32,14
66,67,11
64,66,49
145,147,30
182,184,16
173,175,81
13,14,44
40,43,23
87,89,34
1,2,29
2,5,69
189,192,19
34,37,89
31,32,42
155,157,2
133,134,49
188,190,33
184,185,65
139,140,16
23,24,69
190,191,18
128,129,16
181,184,87
109,110,72
136,138,86
25,26,84
113,114,35
181,183,63
85,86,35
152,153,13
9,10,99
139,141,3
127,129,18
6,7,63
88,91,85
93,95,55
20,22,12
181,182,82
101,102,90
159,160,85
108,109,71
180,181,79
173,177,81
92,94,96
187,191,24
32,33,12
129,134,12
64,65,82
153,154,39
32,35,55
114,115,58
53,55,98
127,128,78
68,69,59
120,123,78
135,137,82
175,179,91
76,78,12
187,188,23
86,87,6
116,118,50
165,168,36
67,68,29
35,36,56
54,56,48
142,145,69
41,45,53
131,132,13
154,155,55
29,30,82
39,43,43
165,167,100
188,189,63
42,45,49
170,173,56
64,67,42
60,61,67
178,179,18
36,37,79
119,122,53
89,94,73
100,103,35
129,131,15
92,95,45
61,62,40
163,165,96
33,35,62
62,63,23
74,76,60
7,8,81
63,64,34
156,158,10
185,186,63
155,159,22
78,79,71
13,15,76
167,168,73
158,159,71
169,170,58
22,23,20
86,89,89
46,47,81
96,99,24
83,84,39
90,92,96
59,62,51
37,38,60
125,128,41
28,31,53
60,63,57
172,173,93
73,74,25
115,117,87
163,166,45
75,76,81
149,151,35
64,68,52
132,134,18
7,11,29
2,3,84
143,145,27
72,73,71
105,107,46
58,61,62
179,181,21
161,162,51
66,70,68
25,31,75
31,36,3
60,62,8
117,118,32
104,106,99
90,91,78
77,78,64
111,112,26
79,83,23
50,51,57
134,136,21
191,194,95
0,2,44
36,38,84
196,197,31
11,12,49
53,56,48
115,118,88
63,65,76
150,152,19
0,3,4
148,149,89
52,53,76
