Node1,Node2,Weight
17,68,35
57,60,76
58,71,69
89,98,82
47,49,61
35,67,65
50,54,74
4,83,10
23,41,95
18,34,34
23,32,44
59,62,47
28,91,61
91,93,37
41,42,32
16,43,3
9,31,4
2,31,89
90,97,4
3,37,69
1,2,54
48,98,42
33,52,17
38,70,38
14,17,98
71,89,8
52,59,12
2,43,94
47,80,18
77,84,30
44,67,63
24,32,75
18,27,85
56,78,7
33,43,83
26,36,22
48,70,79
20,26,35
76,91,35
6,29,57
75,87,0
48,96,47
13,22,89
21,46,79
5,38,9
33,57,57
64,84,0
72,74,35
52,83,50
76,81,69
62,81,64
44,63,72
24,74,80
81,88,92
26,37,92
56,70,30
38,52,76
1,22,100
52,78,38
27,73,22
33,41,74
38,87,6
35,90,89
14,46,22
0,24,46
53,64,87
63,87,98
46,62,97
60,63,46
65,99,99
75,80,33
21,44,40
16,58,90
51,91,12
4,35,54
7,38,46
14,16,6
24,70,51
6,30,19
32,33,14
36,49,8
30,36,77
8,27,46
3,38,98
1,11,47
39,60,34
1,10,23
37,81,86
73,83,32
66,97,19
2,6,67
67,69,65
75,93,76
46,56,6
31,54,47
71,85,28
84,89,68
25,76,59
47,58,1
10,30,33
76,79,25
62,65,18
22,41,71
6,43,91
64,83,16
76,82,10
19,21,3
49,50,63
9,16,45
55,92,12
32,36,31
24,42,71
49,71,45
30,43,45
65,72,60
62,69,56
83,88,67
38,47,19
74,95,73
8,28,18
42,89,20
34,40,50
44,46,46
6,77,78
14,42,81
39,55,94
55,81,65
31,44,32
10,42,22
33,68,67
21,53,20
54,77,59
58,76,69
27,56,10
4,52,100
12,55,14
9,75,56
37,68,23
57,81,26
34,57,48
17,35,30
17,43,80
34,78,10
84,88,73
5,24,12
38,67,52
57,64,50
44,50,1
32,35,65
31,64,40
22,55,8
47,74,48
92,97,77
18,25,63
6,66,15
24,30,43
46,61,44
27,57,64
14,19,29
90,99,85
29,30,10
53,62,59
80,90,94
29,73,24
63,99,99
4,21,71
48,80,82
56,90,38
1,31,83
82,89,50
11,27,74
58,84,81
3,60,46
3,27,13
20,40,83
52,94,78
11,35,5
9,17,85
9,32,30
78,84,68
29,49,45
38,43,62
29,62,22
75,85,63
82,86,86
52,93,49
45,61,77
33,94,50
44,69,67
13,66,28
24,37,96
25,53,98
78,98,22
35,69,75
33,59,57
71,83,4
53,57,64
12,20,53
4,20,43
29,95,8
86,91,97
17,83,86
23,24,78
33,49,10
80,95,52
82,91,45
12,15,94
64,87,0
42,45,43
75,91,26
64,96,9
2,23,83
60,94,64
38,55,18
21,26,72
29,80,98
48,74,38
35,45,76
41,51,45
46,81,35
98,99,13
84,97,16
60,65,41
39,62,62
22,31,85
4,97,53
47,65,35
1,6,52
6,10,99
53,76,80
45,51,58
75,98,89
11,29,73
9,50,98
77,86,77
9,67,51
9,20,50
7,26,1
80,82,11
17,41,2
36,43,24
65,83,8
19,24,23
11,44,47
41,80,11
10,21,76
13,56,27
67,80,68
18,52,40
0,22,64
25,38,22
38,72,95
46,87,57
41,46,1
30,52,79
77,96,70
7,17,68
79,83,18
46,88,86
66,98,99
47,71,46
28,82,52
69,80,69
1,52,1
95,99,76
43,77,67
54,71,90
10,32,98
17,28,9
49,66,81
24,49,95
47,57,10
9,55,91
81,95,36
47,54,58
69,93,77
14,59,12
69,92,35
37,48,22
6,75,14
38,89,24
2,8,87
75,89,29
85,86,65
45,90,16
47,86,30
48,71,36
29,76,13
74,92,75
26,27,100
32,39,77
32,61,37
62,77,46
60,83,49
28,48,58
31,69,70
27,77,73
42,70,50
65,76,89
38,44,30
42,62,53
82,99,27
29,69,77
35,44,60
64,94,72
7,52,16
17,95,92
73,82,17
7,28,22
33,71,86
68,74,45
40,79,35
46,80,33
67,79,28
44,56,3
45,91,71
18,48,40
63,85,86
63,68,71
51,65,65
8,17,67
18,67,43
16,57,47
27,63,37
19,37,44
45,79,98
67,68,64
12,31,75
47,85,96
89,95,24
37,78,77
67,74,3
6,59,93
10,39,30
78,88,64
10,18,4
19,26,98
59,93,43
77,80,63
43,60,12
22,96,62
31,65,100
31,89,67
32,84,71
42,47,33
0,9,97
24,69,68
71,81,56
36,67,65
55,91,20
50,93,58
90,91,91
72,80,18
63,71,99
9,47,67
0,6,75
77,95,74
54,57,59
15,32,28
23,40,50
29,39,59
4,29,59
7,35,28
10,40,43
68,81,74
42,74,41
52,86,88
39,46,75
83,96,19
20,30,29
39,99,89
56,71,3
44,71,41
35,36,94
12,54,65
24,89,13
49,56,97
8,48,65
76,78,54
37,91,73
13,88,23
47,55,2
27,76,22
39,44,65
53,93,41
69,77,12
40,56,26
32,57,91
12,42,2
72,86,2
61,78,50
48,75,5
38,69,28
41,61,44
27,34,43
22,28,66
13,59,93
22,39,60
78,89,46
60,79,10
14,44,73
85,91,43
36,46,27
80,97,16
27,31,54
0,55,48
64,67,52
5,15,15
19,28,73
19,69,84
4,23,91
38,49,35
60,90,49
