Node1,Node2,Weight
39,40,19
81,82,75
66,67,1
92,94,49
85,86,75
14,15,54
65,66,85
30,31,31
21,22,96
22,23,3
51,53,35
15,16,43
3,5,13
50,52,1
16,17,43
70,71,74
13,14,74
54,55,20
37,38,94
95,96,1
24,25,68
35,36,58
17,18,99
83,84,24
31,33,30
12,14,82
49,50,72
7,8,63
67,68,94
43,44,85
69,70,71
20,21,71
44,45,69
45,46,57
61,62,94
52,53,26
59,60,60
33,34,96
60,61,73
28,29,13
94,95,66
29,30,13
53,54,72
91,92,38
77,79,23
57,58,43
8,9,35
17,19,24
23,24,32
29,31,25
82,83,4
34,35,1
86,87,61
22,24,2
48,49,10
25,26,78
4,5,54
26,27,100
12,13,31
55,56,89
9,10,56
32,33,27
25,27,86
47,48,100
0,1,29
78,79,28
49,51,59
42,43,20
50,51,93
68,69,1
87,88,78
71,72,58
11,12,89
1,2,81
38,39,1
73,74,92
10,11,13
75,77,57
79,80,94
98,99,29
40,41,64
58,60,30
77,78,55
93,94,51
51,52,29
2,3,39
36,37,54
31,32,49
92,93,5
6,7,12
90,91,73
74,75,36
64,65,17
62,63,5
46,47,73
41,42,25
27,28,39
5,6,24
80,81,77
9,11,72
63,64,16
18,19,84
3,4,41
75,76,85
88,89,17
0,2,63
96,97,65
56,57,13
89,90,74
52,54,93
72,73,58
94,96,40
58,59,80
84,85,62
37,39,25
76,77,30
97,98,15
19,20,96
