Node1,Node2,Weight
58,65,47
73,75,29
25,32,53
80,82,43
46,48,38
76,78,18
76,88,9
8,9,85
27,39,82
45,64,46
20,30,58
64,71,61
6,7,77
32,38,78
21,32,35
21,31,37
67,78,33
36,37,41
60,64,46
44,54,21
52,57,89
47,53,9
26,39,56
15,18,77
35,36,85
0,8,25
40,53,37
82,89,96
82,83,44
6,11,57
33,41,24
56,57,41
21,22,21
19,29,32
28,36,57
40,45,96
48,58,71
79,83,75
64,77,4
35,46,75
90,95,17
43,47,6
69,81,6
70,78,93
50,51,7
71,76,35
20,26,11
70,73,87
52,64,89
11,33,75
45,57,66
77,87,45
15,21,25
28,31,74
85,86,36
83,86,66
68,73,60
12,17,51
35,41,73
75,80,2
65,66,68
33,43,89
23,30,40
4,17,48
83,90,69
57,62,12
37,43,15
1,21,39
61,66,24
88,98,56
89,93,94
11,12,61
14,21,96
97,99,8
13,20,87
74,79,53
3,10,3
22,44,83
11,13,80
79,87,33
51,63,37
98,99,29
18,21,47
66,73,94
12,31,73
20,23,97
32,36,22
24,31,93
32,40,62
44,45,44
81,85,34
15,33,16
68,75,4
70,75,67
5,10,52
48,54,61
2,9,67
54,67,27
41,43,11
17,23,71
7,10,57
8,13,54
10,18,82
27,37,18
5,16,42
73,87,69
80,91,81
42,48,84
18,19,84
41,53,6
45,48,73
30,41,69
28,30,26
79,91,82
59,66,11
9,12,75
34,38,8
6,12,99
40,58,88
52,59,81
84,93,35
63,71,95
14,24,100
11,16,13
37,45,73
22,34,12
70,84,25
58,64,68
25,29,31
73,76,22
30,40,64
9,17,95
36,40,48
34,43,99
45,49,54
43,57,14
41,47,94
83,91,36
13,22,0
44,51,52
26,28,21
20,24,79
25,40,8
44,53,49
10,15,68
84,92,87
45,50,98
18,20,13
34,50,59
54,64,2
87,88,3
77,79,24
21,26,47
11,18,41
8,18,65
1,25,18
50,61,39
39,47,9
73,80,48
17,27,15
10,17,82
12,16,4
89,91,68
52,67,11
91,97,11
34,46,80
4,11,89
55,64,43
20,33,55
33,44,21
0,2,62
61,69,35
70,81,60
50,53,39
2,18,28
34,47,97
43,52,28
19,37,83
60,61,83
89,90,90
89,94,34
85,87,64
51,57,78
33,48,66
42,46,79
1,9,97
67,80,22
54,59,83
32,44,32
90,91,85
54,71,33
8,12,20
26,41,11
54,72,66
55,63,50
23,26,35
9,10,96
90,96,84
