Node1,Node2,Weight
34,38,70
113,122,80
127,135,2
44,67,93
19,25,59
128,133,2
110,115,33
162,183,26
49,50,21
85,91,4
26,35,85
16,23,6
129,138,71
149,152,80
52,70,63
192,194,75
74,96,6
156,171,41
128,131,43
119,123,15
44,63,69
27,33,44
173,187,80
98,126,49
120,126,39
5,7,41
53,56,69
89,110,61
80,100,2
107,117,77
130,137,1
121,124,10
119,124,54
8,17,39
50,53,29
0,20,93
103,107,36
135,140,1
68,80,11
51,72,88
154,156,26
108,115,54
169,192,39
82,85,75
171,177,68
40,65,96
61,68,14
50,58,19
1,9,52
166,173,39
119,121,2
90,92,42
63,78,52
163,174,46
178,182,84
64,70,34
179,181,56
5,11,34
61,76,100
141,169,32
34,39,66
197,198,71
130,133,79
71,72,45
137,166,17
31,37,67
63,70,59
149,151,25
95,97,9
54,57,94
153,164,44
26,41,25
96,102,67
25,30,39
54,59,37
67,74,33
131,141,98
67,75,14
35,46,81
27,43,100
16,26,84
27,44,97
152,164,78
144,151,78
78,81,43
39,55,60
14,18,55
64,65,73
117,129,20
187,199,27
78,97,16
130,135,61
98,101,70
28,43,81
98,104,73
0,3,41
177,178,36
109,110,25
116,118,54
107,108,77
140,156,9
161,179,83
65,68,36
155,180,6
47,61,12
85,115,96
48,54,57
51,54,100
128,132,13
70,100,69
153,156,7
20,24,3
124,129,33
156,175,99
158,166,11
69,77,92
99,105,95
0,1,49
97,107,31
96,105,31
191,196,19
90,96,77
125,131,84
129,132,71
21,45,84
67,80,12
52,53,8
165,186,58
106,109,34
51,62,70
105,106,27
20,29,47
9,10,74
118,134,1
93,104,86
145,179,54
165,170,46
120,125,16
133,136,95
150,152,19
186,190,60
114,117,71
0,18,12
143,155,97
11,25,76
175,177,54
111,122,67
116,119,80
45,56,47
36,37,99
137,144,27
41,50,41
147,148,91
151,154,32
75,77,42
158,163,90
142,149,68
56,64,42
190,193,13
121,129,68
12,16,43
194,197,13
77,107,29
186,198,57
188,199,91
33,47,89
131,138,0
5,14,46
44,57,66
36,40,71
76,84,26
118,121,36
148,162,4
33,48,31
63,67,76
157,173,85
172,177,75
7,10,36
121,154,2
173,191,38
125,126,17
189,199,96
147,172,78
157,158,25
173,174,16
14,21,44
29,34,50
29,43,40
132,148,32
123,141,34
53,60,76
40,48,13
185,194,74
151,155,84
183,193,80
145,146,45
101,111,4
138,150,79
36,44,95
58,67,30
108,112,99
96,106,42
92,98,82
50,56,96
138,174,39
79,98,88
111,118,25
11,46,31
91,105,46
108,124,60
112,114,16
180,190,75
65,79,27
35,48,21
91,115,26
25,39,96
10,18,78
78,87,5
14,33,34
73,74,94
21,37,47
189,190,16
152,153,82
69,71,4
187,191,13
41,49,42
169,174,74
27,41,99
35,45,43
132,134,38
78,98,94
107,111,5
37,40,49
137,142,7
19,35,43
50,66,52
154,174,61
128,138,42
24,46,98
178,198,73
27,29,11
24,51,38
123,131,93
50,57,2
15,25,55
131,144,70
84,93,49
14,15,23
153,173,25
94,99,75
145,159,66
41,45,47
62,76,83
164,189,18
187,189,24
148,156,60
20,37,42
6,13,4
123,136,87
159,163,34
190,194,49
122,123,62
100,102,58
144,158,60
147,150,84
133,138,98
178,190,39
60,73,44
168,175,95
113,114,99
41,46,7
170,184,20
90,94,66
147,166,53
145,161,88
19,29,67
50,55,15
96,100,42
80,106,39
146,147,12
144,152,5
87,106,31
42,61,82
69,72,7
177,190,27
129,147,10
37,48,80
175,190,31
43,54,66
126,150,87
86,98,62
118,141,21
186,199,88
181,187,72
31,47,98
167,175,97
61,91,86
72,79,60
39,46,99
64,74,96
83,97,76
116,132,28
58,60,72
126,128,51
23,31,87
173,176,82
112,119,69
81,87,32
164,170,66
172,189,55
55,92,43
38,48,0
86,91,55
62,69,39
43,63,11
153,171,72
190,196,22
67,81,18
15,21,33
101,103,91
24,33,41
8,18,25
17,33,35
196,199,83
174,177,52
82,86,1
28,55,68
48,58,61
23,47,26
92,110,41
143,153,51
15,19,32
70,80,76
34,45,88
84,86,50
129,136,63
66,85,28
63,74,96
182,194,81
1,20,61
97,103,49
32,35,78
25,31,31
117,118,84
61,65,59
16,19,21
176,180,95
20,26,17
138,149,91
62,88,8
189,192,38
194,195,46
144,145,76
122,133,51
83,95,71
153,158,48
147,149,76
130,132,71
116,126,47
113,124,26
