Node1,Node2,Weight
35,42,21
71,75,79
45,50,65
1,9,33
98,99,44
16,22,89
137,142,83
105,115,55
93,95,98
107,111,71
131,136,43
1,10,2
51,66,47
87,91,15
112,116,22
140,143,74
94,96,86
73,83,96
46,56,78
27,31,58
26,32,6
122,126,47
46,48,18
64,70,4
10,15,78
6,14,78
17,18,18
105,106,72
19,23,8
57,60,98
93,97,19
87,89,70
96,97,48
44,49,36
129,135,97
75,78,36
77,90,21
26,36,59
5,7,100
29,39,0
15,22,32
15,18,51
123,136,86
39,46,87
63,66,88
141,145,21
91,94,58
102,104,1
128,133,67
132,136,32
21,22,58
91,99,28
34,37,35
145,149,69
95,101,44
3,10,69
27,28,92
42,51,77
115,121,66
65,67,29
11,16,87
117,129,60
109,111,14
123,129,36
62,70,47
44,48,15
85,87,17
140,142,23
20,26,46
50,51,81
101,111,52
107,108,0
137,140,92
123,127,44
105,109,1
33,34,92
2,6,77
3,6,7
143,146,10
128,141,8
144,145,12
117,118,85
124,131,28
97,103,54
88,95,96
41,50,3
24,28,0
122,129,86
47,50,41
65,72,15
11,12,28
88,89,53
4,9,52
97,98,70
13,19,64
72,79,29
51,53,43
33,36,57
59,60,18
72,78,39
104,109,92
14,19,39
112,119,64
85,90,85
18,20,15
0,4,10
70,75,29
45,46,11
91,93,89
99,108,23
38,45,49
20,23,81
81,87,67
7,8,41
16,23,57
125,127,85
22,24,31
98,101,20
55,57,74
41,46,28
103,104,23
29,35,66
139,143,72
131,134,83
44,50,100
33,44,27
31,36,42
105,112,39
95,98,10
8,9,55
122,124,9
80,86,8
113,118,22
32,39,53
3,4,28
65,66,39
47,48,47
98,102,73
0,9,4
22,27,42
30,45,41
120,129,6
73,80,77
8,11,83
137,138,51
64,65,70
37,45,26
108,111,54
12,17,29
121,125,70
60,64,77
130,135,7
63,69,82
30,37,22
65,73,41
22,26,12
15,17,75
59,63,47
73,75,19
48,54,48
61,62,36
49,56,78
12,15,61
120,124,28
10,23,55
74,76,23
132,139,24
24,29,42
87,98,9
23,24,3
43,44,9
87,94,47
89,94,69
12,14,96
84,86,8
89,99,87
38,43,83
74,79,30
127,131,28
104,105,59
55,67,71
59,61,88
