Node1,Node2,Weight
141,144,80
123,125,56
115,116,60
47,48,84
118,119,70
167,169,58
51,53,24
60,62,57
138,141,65
192,193,67
55,58,0
158,159,40
188,190,55
113,115,48
50,51,16
22,23,18
105,108,44
103,107,20
193,195,27
170,172,76
141,143,1
7,10,20
14,15,24
107,108,28
137,140,80
52,54,51
117,120,3
99,101,47
127,128,52
189,190,40
106,107,38
65,66,23
148,152,66
75,77,61
2,3,63
115,120,74
93,94,71
181,186,25
174,176,6
70,73,73
169,173,89
173,175,92
54,55,41
117,118,54
172,173,20
140,142,98
131,134,8
177,178,49
189,191,67
126,129,24
117,121,92
186,188,30
195,197,91
17,21,31
165,166,64
82,85,25
128,129,68
31,32,53
124,127,53
125,126,28
25,28,100
137,138,45
168,170,16
171,172,55
190,191,85
39,42,58
98,99,64
119,120,45
28,30,34
119,123,65
91,92,1
169,170,17
76,78,19
123,124,0
42,46,82
102,103,16
43,44,24
31,33,85
74,77,4
165,167,18
4,6,46
49,50,38
67,70,92
116,118,56
11,14,47
66,67,63
1,3,58
9,10,15
112,114,73
95,96,92
131,133,74
142,144,14
93,95,19
111,112,86
189,193,77
78,79,37
90,91,67
178,180,22
62,63,45
16,18,91
191,195,82
120,123,90
38,39,75
138,139,85
80,84,91
71,73,40
198,199,5
157,159,14
24,25,1
39,40,63
77,78,100
191,196,63
185,186,27
9,11,43
84,86,50
35,37,85
26,28,49
172,174,37
92,93,48
2,4,12
88,89,66
136,139,73
183,185,21
166,167,21
95,98,53
83,84,12
46,47,5
41,43,93
12,14,39
76,77,93
30,31,84
110,112,35
146,148,99
11,12,41
82,84,48
36,37,25
136,138,92
94,96,42
80,81,45
85,86,15
72,74,31
136,137,39
40,41,57
3,8,8
162,163,19
188,189,95
45,47,38
58,63,70
63,65,39
144,145,61
197,198,24
68,69,81
96,97,37
100,101,2
135,136,41
86,87,93
66,69,32
154,156,63
171,176,82
42,44,63
52,53,8
21,24,16
71,74,46
112,113,63
26,27,12
133,135,24
73,74,26
63,64,70
81,82,38
37,39,57
131,132,17
21,22,92
13,15,10
181,183,76
48,49,86
8,11,95
5,10,18
109,112,22
179,182,52
82,83,69
142,143,69
16,17,48
87,90,41
133,136,28
153,156,9
97,98,22
12,13,18
183,186,62
122,124,36
170,171,32
193,196,100
19,21,94
175,176,65
20,21,16
84,85,95
113,114,1
164,165,18
13,14,27
33,36,3
130,133,72
49,52,100
83,85,40
182,185,19
150,152,2
67,69,48
124,125,70
194,198,41
39,41,67
99,102,92
132,136,71
89,90,67
117,119,37
167,168,81
150,151,9
141,142,76
151,153,50
67,68,50
28,29,38
151,152,77
18,19,84
114,117,83
58,59,14
44,45,37
153,154,1
20,23,18
159,160,15
1,4,50
89,94,37
125,128,94
14,16,38
53,54,12
166,168,76
55,61,99
129,131,66
88,90,7
34,35,39
161,162,69
103,104,95
193,194,75
187,188,3
51,52,40
30,32,55
196,199,75
134,136,48
166,169,89
178,179,42
184,187,86
195,196,12
43,48,9
8,9,84
153,155,91
29,30,63
170,173,35
126,127,88
106,108,86
164,166,60
182,183,100
46,48,83
44,48,7
148,149,20
8,10,6
130,132,42
54,57,91
80,82,5
192,195,23
35,36,61
28,31,71
104,109,53
124,128,90
58,60,22
167,170,96
187,189,3
33,34,46
187,190,38
149,150,56
60,61,80
108,109,90
192,194,81
132,134,20
176,178,42
33,38,70
19,20,35
25,26,50
66,70,53
156,158,87
11,13,31
149,151,28
151,154,24
54,58,76
54,56,39
121,123,69
147,149,24
145,147,10
180,181,97
189,192,7
129,130,31
104,105,32
87,89,17
50,52,93
196,197,83
32,34,0
35,38,15
109,111,18
119,122,91
55,57,41
92,94,26
184,186,8
154,155,0
192,196,89
32,35,95
125,127,19
94,95,89
165,171,47
128,130,32
97,99,21
77,79,53
183,184,71
10,11,86
168,169,19
118,120,89
65,67,20
197,199,50
56,59,55
47,49,24
45,46,61
38,40,11
152,155,77
146,147,22
116,117,47
59,61,39
57,62,49
194,195,57
185,187,99
148,150,4
191,193,24
41,44,46
107,109,51
81,83,18
70,71,38
106,110,9
57,59,77
158,160,25
175,178,66
174,175,93
16,21,28
120,121,54
194,197,38
17,18,31
110,111,66
55,56,32
86,89,98
29,31,85
152,153,87
115,117,2
53,55,1
161,163,91
147,148,19
20,22,9
80,83,37
1,7,68
69,72,21
139,140,22
27,28,63
127,129,51
19,23,58
83,86,70
135,137,80
152,156,26
191,192,86
89,91,20
7,9,41
84,87,93
163,164,66
96,101,21
134,135,98
134,137,34
157,158,9
103,105,28
99,104,9
157,162,33
53,56,15
69,71,45
118,121,40
37,38,31
101,103,28
97,101,27
163,166,39
160,161,86
42,45,96
182,186,15
72,73,97
122,123,87
61,62,49
114,115,65
162,164,24
99,100,77
126,128,77
95,97,82
7,8,97
22,24,44
114,116,52
74,76,67
163,165,67
111,113,6
18,20,25
4,5,29
86,88,6
159,161,94
43,45,1
68,73,14
173,174,97
47,50,15
56,58,65
57,60,60
186,187,78
120,122,2
176,177,65
24,26,52
63,66,91
87,88,29
105,107,21
32,33,47
64,65,50
130,131,46
34,36,48
62,65,40
77,81,79
146,150,15
24,28,64
177,179,24
75,79,63
48,50,73
184,185,4
12,15,68
29,32,96
121,124,93
152,154,45
79,81,91
17,20,11
188,191,95
156,157,60
15,16,89
57,58,63
179,180,12
49,51,52
60,63,88
66,68,38
6,10,91
140,144,82
79,80,24
48,51,65
110,115,8
122,126,71
96,98,79
64,66,3
62,67,31
121,122,50
70,72,37
171,173,86
31,34,6
127,130,23
109,110,99
133,134,2
59,60,44
193,197,75
75,76,48
5,6,8
37,40,82
158,163,84
72,75,1
5,7,85
146,151,33
143,144,5
175,177,13
23,25,81
71,72,86
101,102,66
96,100,42
180,182,71
12,17,83
144,147,83
165,168,88
1,2,4
6,8,63
171,174,18
173,177,1
140,141,18
19,22,54
182,184,79
6,7,66
73,75,59
9,12,8
181,182,39
194,196,100
115,118,67
176,179,62
69,70,47
8,12,74
74,75,27
58,61,59
41,42,15
56,57,1
123,128,34
105,106,54
139,141,57
102,104,88
169,171,79
3,4,44
23,24,55
68,70,30
98,100,81
42,43,100
143,145,63
144,146,86
124,126,22
132,133,28
62,64,29
0,1,5
145,146,24
155,156,36
119,121,41
