Node1,Node2,Weight
47,89,38
5,49,53
75,91,100
7,30,46
34,41,65
31,79,78
26,31,4
82,92,5
35,75,82
39,50,52
44,95,68
1,9,59
64,96,33
18,38,37
71,74,97
27,54,6
7,29,6
28,45,53
94,99,57
51,62,92
70,82,34
14,32,42
46,47,40
47,74,57
31,72,74
22,38,83
20,58,55
78,82,71
21,65,39
28,60,31
63,99,88
68,93,20
57,85,78
10,37,33
27,79,73
9,14,86
62,84,4
10,17,21
19,35,25
28,29,60
18,20,93
0,17,11
72,88,0
38,39,51
72,94,48
14,41,61
36,39,14
15,28,38
10,15,53
32,73,33
58,59,49
52,78,30
19,83,50
36,57,33
44,47,78
21,64,67
62,74,43
50,62,86
58,77,68
62,79,7
87,93,20
62,94,91
