Node1,Node2,Weight
6,7,96
6,12,29
12,18,74
9,12,87
9,10,84
12,15,81
0,3,8
14,18,9
1,3,51
11,18,18
7,13,73
9,17,26
6,8,94
4,6,60
1,5,12
10,11,61
9,11,27
4,8,41
5,12,37
12,16,36
0,1,70
7,11,29
5,7,10
0,4,37
6,13,28
3,6,32
13,19,94
15,16,80
14,19,15
2,5,12
10,16,3
4,10,35
6,9,68
3,13,61
17,18,56
5,6,35
3,9,46
16,17,40
11,13,98
3,5,86
8,9,69
15,19,1
10,14,92
10,15,8
14,15,36
3,10,8
9,13,95
10,12,3
1,10,59
4,7,61
1,2,63
2,7,54
11,14,38
9,19,74
8,13,66
2,8,91
8,10,39
12,13,32
10,13,55
7,8,90
7,14,38
8,12,16
11,12,7
8,14,79
13,16,46
4,17,11
1,7,81
16,19,67
13,17,31
1,13,48
7,9,49
0,5,93
13,15,75
12,14,54
11,17,8
3,7,90
18,19,19
4,9,20
2,6,1
17,19,70
5,8,56
13,14,8
2,4,62
5,11,63
0,6,66
7,12,28
1,6,45
0,8,80
15,18,26
9,14,86
1,4,99
8,11,16
0,2,5
6,11,14
9,15,82
12,19,47
16,18,77
10,17,41
2,3,89
15,17,58
7,10,67
5,9,98
3,4,58
14,16,30
5,10,16
11,15,15
4,5,28
9,16,86
14,17,44
6,10,68
