Node1,Node2,Weight
86,89,63
10,12,4
44,46,19
11,12,69
46,47,75
81,83,13
57,58,98
18,19,1
25,26,65
24,27,49
72,77,38
48,49,23
90,91,40
88,89,50
13,15,93
3,6,36
86,87,59
39,40,20
71,72,20
80,81,38
11,13,71
63,64,100
92,93,63
46,48,91
78,80,98
69,70,1
87,88,98
32,34,14
58,61,21
35,37,0
17,19,23
52,53,56
79,84,75
23,28,78
73,74,32
77,78,39
28,29,38
86,88,29
42,43,60
52,55,2
4,5,13
91,92,40
71,73,0
55,56,34
51,53,93
30,31,90
9,10,27
58,59,61
58,60,91
47,49,11
33,34,30
10,13,32
76,78,99
23,24,44
49,51,35
7,8,97
3,4,7
36,38,20
96,98,8
61,64,87
51,52,57
2,3,34
4,7,40
47,48,32
31,34,71
0,1,1
10,11,9
12,13,81
9,11,23
17,18,12
19,21,20
68,69,52
68,70,84
62,65,73
38,39,90
22,23,71
6,7,18
62,64,43
42,44,45
33,35,68
61,62,30
38,40,49
67,68,7
41,44,40
79,80,23
56,57,31
88,91,11
94,96,63
22,25,21
67,69,47
28,30,25
16,17,84
45,47,18
34,35,89
31,33,96
81,82,70
29,30,81
12,17,63
3,5,68
75,76,22
51,54,60
30,32,49
73,75,30
65,66,22
40,42,90
78,79,34
37,38,14
2,5,3
74,75,49
67,71,12
