Node1,Node2,Weight
32,47,49
20,30,32
10,12,69
0,10,60
24,26,16
12,14,21
13,24,89
84,89,93
73,95,12
50,60,58
78,93,49
73,85,48
20,29,98
49,56,22
54,57,14
47,60,26
47,49,44
15,33,32
2,3,85
28,45,24
65,81,97
28,33,12
49,53,25
8,19,4
10,16,89
1,2,43
23,32,68
0,15,54
2,11,18
10,22,16
76,85,95
37,63,8
12,21,0
32,33,0
71,83,66
84,91,40
33,46,68
33,36,27
85,94,82
60,72,61
52,55,67
7,33,52
70,97,25
77,81,92
57,80,57
22,25,12
46,49,21
93,96,43
53,55,87
28,39,50
53,57,95
59,69,59
72,93,89
14,15,75
94,99,30
35,37,92
70,84,69
73,81,39
41,50,94
65,75,67
14,38,63
59,63,28
15,36,40
8,18,51
39,64,75
13,16,28
23,26,23
5,8,8
52,66,8
38,53,41
77,79,39
19,22,91
80,82,87
59,74,34
82,92,13
48,68,38
14,25,0
4,19,66
63,74,72
18,36,99
4,16,85
76,80,82
69,73,45
32,34,19
80,83,32
46,71,3
6,7,47
32,44,95
52,53,53
61,74,44
19,24,88
88,95,51
10,15,37
8,20,23
58,63,36
65,69,53
66,68,49
0,3,50
23,29,100
6,14,5
38,52,90
25,33,92
62,80,70
9,31,8
0,2,68
8,30,29
8,17,74
34,59,47
30,43,11
45,55,71
83,97,17
28,31,58
17,29,15
24,31,5
36,61,74
40,42,93
65,71,9
7,22,45
50,63,78
85,93,49
66,93,76
83,84,82
43,61,59
54,79,40
20,21,61
19,35,12
51,58,18
40,48,21
3,6,100
13,21,37
26,52,5
70,76,93
41,61,69
50,61,80
22,24,87
83,98,68
17,36,99
82,90,95
23,27,78
87,98,75
70,71,33
86,90,11
6,20,83
32,43,25
89,96,82
67,70,86
49,54,17
63,65,66
89,90,1
34,37,66
66,70,61
43,46,43
23,37,27
7,27,65
35,41,90
61,81,50
45,46,95
4,8,42
62,83,79
1,33,79
4,20,31
26,30,25
39,61,22
5,19,16
42,60,56
34,46,87
6,27,90
30,40,62
76,84,98
34,39,96
18,41,64
2,10,40
29,30,69
2,7,12
91,94,25
13,19,16
79,91,93
72,97,31
21,24,22
4,10,31
73,86,12
2,19,91
30,33,62
8,10,68
63,66,100
38,61,33
4,6,26
45,53,75
92,93,4
85,98,41
12,39,96
39,41,47
51,67,32
58,62,15
11,18,3
51,68,32
16,20,76
8,16,84
38,60,27
67,83,21
54,63,31
3,4,64
32,35,81
31,34,73
61,65,67
63,78,78
18,24,20
88,97,17
70,77,19
19,39,69
11,15,5
55,76,52
37,49,29
27,38,7
2,4,78
11,13,66
43,55,78
85,97,31
8,42,24
26,40,67
5,22,40
64,68,40
30,37,81
22,36,80
10,18,69
54,55,52
17,23,26
18,26,26
84,95,93
35,48,76
52,61,45
30,49,4
67,79,53
35,57,61
16,18,80
5,24,44
63,67,9
88,90,35
42,56,72
21,22,64
36,57,41
73,91,7
42,46,34
55,72,63
78,82,27
55,63,99
48,56,70
71,85,91
51,66,80
61,64,7
37,46,37
7,15,98
27,32,66
56,61,76
13,32,33
7,16,16
4,7,95
66,79,69
69,84,44
68,73,90
38,41,96
5,27,49
38,51,10
11,22,5
