Node1,Node2,Weight
2,4,18
4,16,56
1,9,58
3,15,15
5,15,4
14,18,27
6,12,7
11,16,19
6,17,81
4,9,31
0,4,10
7,12,55
7,8,17
5,12,89
4,10,80
1,6,81
3,5,69
3,4,95
2,7,41
5,10,51
16,17,54
2,9,12
6,11,58
13,14,50
10,16,44
4,8,85
6,7,18
0,10,61
1,18,2
15,19,50
7,15,85
16,19,65
1,7,4
7,11,51
8,16,74
9,11,93
10,17,12
14,17,42
1,17,36
0,16,80
2,3,90
2,11,13
5,16,49
2,8,95
16,18,60
7,19,35
0,5,52
8,10,66
1,13,61
7,9,19
12,18,11
3,9,16
5,9,46
11,13,71
0,3,63
1,12,1
5,6,43
9,12,21
15,16,54
2,5,17
8,18,100
9,15,9
1,16,87
6,14,16
6,18,3
4,13,74
3,6,19
11,12,30
12,13,45
8,15,44
13,15,85
0,6,12
10,12,14
8,9,11
6,19,48
5,7,48
10,13,58
9,18,67
6,13,40
0,2,5
5,17,13
3,7,42
1,5,87
8,19,97
6,8,84
7,10,57
0,1,4
8,12,8
11,19,88
1,8,25
1,11,98
0,15,17
4,15,58
7,16,49
8,11,50
8,14,40
4,6,47
14,16,12
18,19,34
7,17,93
1,4,6
9,14,62
13,19,35
6,10,25
0,8,41
5,8,57
0,11,4
2,6,20
3,10,67
9,10,69
2,10,87
7,14,77
6,9,53
12,19,76
4,17,53
3,14,98
4,5,8
11,18,98
15,17,95
3,13,38
1,3,83
10,14,56
4,7,46
3,11,99
17,19,5
6,16,78
3,8,34
17,18,33
5,18,22
14,19,70
10,15,21
0,7,81
12,14,70
1,2,18
0,12,76
11,14,31
