Node1,Node2,Weight
126,127,52
112,113,95
44,46,96
59,60,88
58,59,28
5,7,35
92,93,71
38,39,34
134,135,83
51,53,38
28,29,46
128,131,9
107,109,89
99,100,58
83,84,82
117,118,41
142,144,38
132,134,0
29,30,19
42,43,91
0,2,31
55,56,20
48,49,24
64,66,79
146,147,45
139,140,33
142,143,3
24,25,27
61,64,69
100,101,28
85,87,17
113,114,19
90,92,1
147,148,40
93,94,66
0,1,11
116,117,69
122,123,93
98,100,38
12,14,62
30,31,21
18,19,99
96,97,70
128,130,61
54,55,42
145,146,83
69,72,37
36,39,51
11,12,56
33,34,65
38,40,32
104,105,38
136,137,52
82,83,40
21,22,13
65,66,48
98,99,42
87,88,24
19,20,95
61,62,32
1,2,98
108,109,23
78,80,13
148,149,68
26,27,70
109,110,40
5,6,74
62,63,60
105,106,12
57,59,34
14,16,21
48,50,71
144,145,10
32,33,94
50,51,54
34,35,61
37,38,52
15,16,9
90,91,55
62,64,99
113,115,29
17,18,38
25,26,45
118,120,8
14,15,56
121,122,82
117,119,91
39,41,96
77,78,98
58,60,99
110,111,5
70,72,81
32,34,45
91,92,33
86,87,43
70,71,61
60,61,85
119,120,64
12,13,85
122,124,68
125,127,61
20,22,64
25,27,22
65,67,61
115,116,55
3,4,10
120,121,71
31,33,83
75,76,24
52,54,1
27,28,70
101,103,9
71,72,44
8,11,26
132,133,44
16,18,88
46,48,6
140,141,47
104,106,78
75,77,42
92,94,52
40,42,22
106,108,65
20,21,7
68,69,39
43,45,42
94,96,44
135,136,92
85,86,66
145,147,8
78,79,80
2,3,44
9,10,32
141,142,21
130,131,14
47,49,17
116,118,17
44,45,48
38,41,16
147,149,93
95,96,30
57,58,48
123,124,62
76,77,20
131,132,91
139,141,27
59,61,96
102,103,52
13,14,65
140,142,74
85,88,91
112,114,22
9,11,90
23,25,65
37,39,0
7,10,96
135,137,30
86,88,25
18,20,14
30,32,52
6,7,56
71,73,35
23,24,71
46,47,33
106,107,3
69,71,34
41,42,29
43,44,69
63,64,56
4,5,93
7,8,51
119,122,41
109,111,1
16,17,38
105,107,60
128,129,28
143,145,65
45,46,29
1,3,63
114,115,40
107,108,43
130,133,22
125,126,43
73,75,92
124,126,68
6,8,33
52,53,80
36,37,75
111,112,57
74,75,33
68,70,68
50,52,35
129,131,3
80,81,35
8,9,41
10,11,53
84,85,97
51,52,85
97,98,10
67,68,73
55,57,9
56,57,16
40,41,32
15,17,85
54,57,21
89,90,58
4,6,45
131,133,48
61,63,78
33,35,80
124,125,90
138,140,56
133,134,35
127,128,67
49,50,42
64,65,81
103,104,22
81,82,14
31,32,26
83,85,26
115,117,30
72,73,29
36,38,13
138,139,97
137,138,84
19,21,74
66,67,36
101,102,16
47,48,37
82,84,39
94,95,54
91,93,6
22,23,58
95,97,63
118,119,82
35,36,21
2,4,49
79,80,28
143,144,12
13,15,6
114,116,34
39,40,74
93,95,27
133,135,60
129,130,62
73,74,83
53,54,1
110,112,94
11,13,46
88,89,79
93,96,57
49,51,94
76,78,69
69,70,100
