Node1,Node2,Weight
24,25,68
12,26,63
22,35,72
25,30,93
21,25,19
46,48,1
18,33,28
36,38,54
6,9,32
24,43,97
44,49,45
0,6,17
45,47,38
36,42,70
11,19,24
35,38,80
32,33,34
12,25,66
40,46,37
24,38,56
33,38,49
40,45,4
3,5,74
22,23,19
7,8,57
33,40,7
31,32,35
19,33,57
3,6,71
9,16,50
19,46,19
26,29,1
16,30,100
18,21,38
34,37,6
24,26,23
42,46,63
19,22,23
9,13,94
8,14,61
23,33,55
43,46,63
13,19,72
3,4,84
37,40,77
40,47,55
18,35,64
16,25,73
4,6,30
31,39,21
5,13,64
7,10,65
43,47,37
20,23,88
1,15,11
29,32,87
6,8,43
33,34,35
2,6,79
11,20,94
30,36,54
24,34,15
44,46,54
43,44,3
14,16,8
24,36,72
5,16,32
26,36,82
19,29,81
42,44,27
6,18,46
18,20,59
25,27,90
47,48,17
1,11,100
31,35,93
38,48,41
37,39,79
33,35,35
25,28,94
24,33,11
22,29,82
39,46,53
41,43,15
27,41,69
30,45,4
37,43,35
12,15,16
13,23,35
15,16,6
16,28,100
18,19,55
32,41,35
11,15,100
41,46,11
17,22,68
40,41,46
16,21,11
35,37,79
