Node1,Node2,Weight
78,80,3
108,120,56
48,49,48
47,57,35
122,134,29
113,130,86
59,91,83
85,92,53
69,87,81
109,124,98
77,95,46
5,8,71
112,135,38
90,108,75
89,127,95
91,100,82
66,88,64
83,90,16
25,26,95
54,72,24
40,50,10
0,9,74
77,92,85
16,21,21
8,12,46
96,103,39
18,76,95
47,56,40
65,86,82
62,63,81
21,24,17
120,135,62
125,129,7
54,55,70
21,45,90
30,37,75
44,75,24
103,125,98
57,58,48
106,110,82
100,106,80
122,144,6
78,113,59
22,32,32
3,60,45
47,51,40
76,79,3
15,27,95
36,58,73
79,84,52
65,93,59
24,31,37
3,22,83
20,38,99
125,136,80
106,119,94
40,47,26
4,6,1
26,56,50
67,68,44
128,140,46
46,47,9
34,54,98
117,120,15
37,39,32
25,27,98
54,68,68
59,71,84
115,120,35
82,100,38
40,41,9
124,142,91
56,58,67
12,39,100
108,116,0
26,50,82
103,119,19
37,81,70
107,130,53
28,46,16
41,56,52
84,107,59
106,122,17
56,106,28
92,95,78
101,133,87
92,109,35
31,47,28
26,35,66
10,25,26
78,93,76
64,67,81
28,37,86
121,130,30
35,87,35
119,141,30
101,126,25
73,76,45
100,102,85
104,124,11
127,140,56
38,70,44
67,73,78
42,47,90
18,47,18
104,113,82
129,149,1
61,76,10
91,94,68
108,137,55
114,121,50
113,139,28
0,17,89
122,138,50
138,143,38
47,68,98
0,30,41
15,32,69
92,103,54
48,55,20
90,114,43
12,23,81
98,106,71
29,47,52
20,25,30
90,106,93
41,51,52
139,143,58
0,7,20
16,32,45
118,123,50
37,64,6
65,94,41
115,127,5
93,126,30
101,132,7
106,108,34
7,13,75
29,53,80
101,127,99
3,26,22
10,17,29
96,130,85
85,111,34
49,56,26
126,144,69
5,16,27
48,51,91
47,62,51
115,137,60
108,133,34
87,106,92
106,133,24
102,105,41
127,146,57
101,111,78
117,126,72
74,92,20
38,42,22
19,30,38
136,140,45
117,140,20
61,64,2
107,144,26
28,47,21
33,35,61
114,143,10
59,87,7
