Node1,Node2,Weight
20,23,57
72,73,55
31,36,99
89,91,34
28,40,77
52,74,4
129,134,38
23,37,43
76,88,76
98,117,8
59,61,55
33,39,82
103,108,3
66,76,34
99,107,71
86,92,43
116,121,13
39,62,99
46,54,50
68,72,36
66,69,33
42,55,2
11,18,7
118,126,32
42,58,50
14,36,67
121,126,13
140,143,16
55,61,60
102,117,29
83,90,63
127,141,62
11,16,17
74,78,61
27,28,8
122,140,74
73,76,70
25,38,37
113,130,97
97,102,34
135,144,58
52,58,86
38,42,81
88,107,44
17,28,72
62,64,89
13,24,28
76,90,7
107,119,84
106,109,25
116,120,99
118,133,67
19,29,48
38,45,39
52,53,91
123,140,84
138,142,60
125,133,4
114,116,7
33,46,100
55,60,99
87,90,100
44,51,72
29,33,80
41,66,75
97,112,0
19,21,20
113,124,3
60,93,7
65,82,16
128,149,10
2,15,68
109,113,7
56,59,37
108,119,40
9,16,89
17,23,67
12,24,73
75,77,41
40,51,29
103,104,3
129,135,46
27,31,46
35,49,38
28,46,68
87,99,98
30,43,22
113,120,78
125,146,27
83,89,68
46,60,36
44,58,80
100,104,25
46,77,31
47,60,45
19,34,35
12,15,100
107,135,20
123,132,39
36,53,0
104,107,84
85,94,33
35,52,67
39,49,48
20,29,62
27,51,28
0,7,0
86,98,53
50,60,44
127,130,59
26,57,16
42,63,51
21,22,91
99,113,31
119,125,75
77,94,45
11,31,80
67,77,37
92,113,8
3,4,23
51,55,28
102,113,18
140,142,49
15,22,95
51,66,97
18,37,9
79,93,69
137,146,36
72,78,21
87,89,19
133,144,79
77,91,40
26,27,56
21,25,5
130,133,33
82,85,14
69,98,18
10,24,71
77,95,24
31,52,73
45,53,46
57,61,44
30,31,43
94,107,4
43,63,69
100,107,46
97,103,6
107,108,50
44,59,50
3,17,72
35,41,30
24,35,81
104,120,39
99,108,29
90,91,49
86,93,52
97,108,77
65,94,69
117,133,37
13,25,24
37,44,77
44,50,72
35,47,42
121,131,37
80,91,6
53,56,91
120,145,92
28,31,90
25,32,51
54,61,62
22,38,97
97,104,65
50,77,88
25,47,79
2,3,100
36,46,8
121,132,97
28,38,89
11,34,73
42,43,82
10,17,10
21,23,87
31,42,93
123,131,56
59,60,77
115,135,42
42,48,84
32,37,93
66,71,76
126,133,97
63,67,80
128,130,48
62,84,82
8,17,17
106,149,15
103,117,73
92,97,41
34,56,24
6,15,7
71,76,19
52,69,62
38,40,16
98,106,50
102,111,50
8,10,4
66,70,0
76,91,71
122,125,94
139,147,92
51,70,96
98,118,1
118,131,87
51,59,73
33,48,29
33,42,46
37,46,17
23,54,56
60,73,88
12,16,16
131,139,5
102,115,10
116,129,100
89,103,2
93,97,88
26,41,94
47,58,48
43,53,48
128,136,36
54,74,36
97,113,27
57,76,82
130,144,96
48,64,87
67,79,96
32,39,82
3,20,93
81,99,42
33,35,7
5,21,96
137,145,67
76,81,30
0,3,83
57,70,59
116,124,29
14,20,92
128,134,41
66,85,41
30,47,28
11,13,88
35,37,58
21,27,67
96,97,52
10,21,41
60,61,39
59,70,95
57,59,8
36,57,84
63,91,30
0,18,78
72,79,39
41,47,99
19,25,56
68,82,7
44,60,33
68,81,47
98,110,86
4,12,36
5,25,81
113,119,56
41,51,9
120,128,67
67,70,12
84,94,37
85,99,18
33,37,48
1,32,55
111,114,11
16,31,11
8,18,21
6,28,79
137,141,56
59,62,27
72,75,55
3,6,9
27,30,78
63,70,87
8,11,77
28,36,58
118,125,33
18,23,7
142,143,45
