Node1,Node2,Weight
93,96,11
56,62,22
134,138,62
87,90,25
116,117,82
128,130,50
44,45,94
26,28,87
17,18,20
100,104,86
69,73,15
109,110,44
41,42,30
107,114,3
44,50,98
18,19,83
85,87,1
12,15,42
63,65,39
57,62,34
18,20,91
98,102,21
6,10,47
50,54,31
2,3,90
132,137,39
37,42,71
122,127,8
117,119,70
112,114,64
12,13,57
72,75,94
31,34,5
55,59,43
92,95,32
30,31,23
135,137,73
73,74,6
77,80,48
70,74,46
113,117,44
122,124,79
46,52,14
59,63,86
28,31,57
54,58,6
54,61,33
89,95,9
15,21,50
14,19,94
64,68,36
68,71,87
85,90,30
73,80,92
120,124,18
19,23,99
83,86,27
42,45,6
25,27,35
68,73,30
142,147,83
143,149,77
14,16,74
54,55,24
119,123,9
85,88,48
84,87,36
79,81,52
107,109,22
98,99,97
19,25,25
38,43,29
69,70,97
101,105,1
105,106,36
23,30,80
108,113,81
84,85,62
112,115,0
43,48,0
47,50,47
9,14,67
121,123,57
134,136,72
43,47,89
8,11,54
22,26,43
90,92,84
24,25,88
56,60,20
93,94,28
95,96,65
123,124,18
31,36,76
136,139,82
40,42,4
60,64,68
128,132,8
124,128,36
23,28,79
76,82,41
110,113,4
48,51,29
16,23,91
102,106,28
32,36,58
117,122,11
3,4,97
34,35,6
115,123,52
0,3,46
38,46,63
99,102,31
108,112,54
145,146,39
133,135,17
41,43,75
123,127,35
39,41,88
102,103,70
121,124,94
63,67,48
47,48,24
91,94,59
25,28,87
142,146,14
29,30,7
144,145,0
9,12,7
49,53,39
107,112,75
137,138,39
103,104,61
106,108,59
34,37,61
15,16,7
111,116,80
108,111,12
100,106,98
45,51,96
34,36,20
68,69,84
34,39,61
143,145,50
119,122,92
25,29,32
83,91,86
76,81,58
77,82,64
9,11,32
104,106,31
70,72,54
64,66,29
87,92,42
79,80,52
48,52,35
44,47,68
36,39,45
12,16,97
65,69,29
13,15,46
4,9,77
131,133,43
40,45,17
36,40,22
62,67,11
48,49,82
99,107,60
119,121,35
10,14,77
129,131,52
6,12,100
134,137,17
70,75,37
145,149,65
4,5,2
140,142,33
79,84,47
81,85,89
115,119,43
23,25,34
61,62,50
142,143,98
108,114,34
34,40,51
76,80,53
56,58,50
126,130,38
146,147,33
115,117,16
2,6,92
124,126,7
143,147,83
80,83,20
114,117,23
91,96,46
105,108,34
26,34,20
97,100,21
17,19,47
32,37,58
2,5,76
128,129,46
116,119,37
67,68,71
95,98,0
111,114,70
66,68,1
125,128,68
36,38,99
48,50,79
129,133,13
99,100,27
10,11,91
40,41,2
5,9,67
15,19,60
78,80,85
0,4,58
105,107,57
78,82,69
16,25,100
55,56,98
15,20,60
122,125,27
29,32,16
54,59,27
35,36,65
90,96,61
135,141,57
76,83,43
33,34,3
122,126,24
95,97,53
17,21,79
34,38,51
85,89,65
77,81,43
42,44,3
29,33,20
14,15,27
66,67,40
94,96,1
26,27,78
132,135,28
122,123,84
10,15,82
59,64,61
141,146,1
35,37,3
102,107,98
37,41,16
130,133,17
11,14,45
50,57,45
100,102,17
96,98,26
71,80,52
29,35,51
93,98,1
16,19,97
109,112,12
110,112,21
16,21,95
128,131,6
82,85,71
146,149,67
75,78,75
83,87,27
54,57,6
51,56,97
92,96,79
17,22,86
15,18,29
147,149,87
63,69,12
58,64,100
26,30,66
43,44,10
13,14,80
75,80,10
138,144,65
53,54,47
21,24,90
113,115,72
45,48,41
61,64,99
53,61,15
80,82,59
89,90,67
95,99,90
85,86,3
120,122,75
10,12,4
140,141,33
11,15,62
87,91,47
53,57,29
16,17,61
75,76,45
104,107,41
46,48,22
33,37,82
136,138,27
19,21,72
6,7,7
18,23,67
61,65,55
69,74,30
52,53,36
66,69,18
67,70,14
24,28,30
94,99,68
124,130,44
91,92,9
33,36,79
132,133,96
22,23,80
145,148,84
103,106,55
142,145,60
90,91,24
53,55,30
120,121,34
20,22,22
79,83,40
61,63,29
51,54,18
140,145,23
128,138,30
63,64,19
117,121,62
129,132,20
2,4,74
104,108,18
2,8,30
82,84,31
113,120,11
90,93,8
57,58,49
45,46,94
30,32,52
78,81,95
139,143,35
141,145,63
1,3,42
86,90,79
99,103,60
56,57,16
9,10,30
88,94,98
106,110,98
8,10,83
118,121,54
105,109,38
67,74,49
17,20,4
58,62,69
76,78,70
136,137,8
2,7,100
49,51,6
67,71,42
101,102,81
121,122,87
45,50,8
103,107,51
27,29,97
70,77,76
62,64,34
21,23,86
2,11,33
11,12,88
41,47,77
138,139,15
147,148,92
111,113,34
88,93,57
146,148,34
101,104,19
144,147,0
111,112,79
142,144,91
39,46,33
4,7,76
96,97,31
79,82,82
47,49,38
88,92,41
27,31,12
62,65,63
136,141,61
82,86,65
140,143,62
104,111,42
50,52,15
89,93,62
130,135,50
86,87,89
89,92,77
75,79,79
123,125,15
67,72,13
22,24,3
28,30,80
131,135,22
92,94,100
51,55,68
94,97,51
38,40,16
114,116,24
25,26,61
64,67,7
35,38,87
87,93,86
141,143,8
93,95,22
88,90,41
98,103,23
86,89,49
65,68,100
30,35,25
63,68,57
57,59,93
86,91,63
70,79,78
28,29,56
81,84,34
127,128,79
31,33,18
69,72,39
124,129,95
39,42,23
135,138,84
30,33,77
18,22,33
64,69,19
137,141,69
83,84,15
63,66,66
98,100,76
139,140,36
141,142,36
127,130,42
22,27,63
71,73,45
18,21,99
106,109,55
72,73,2
3,5,67
57,61,98
27,28,11
77,78,24
116,118,90
114,115,91
23,24,44
47,57,95
144,149,55
5,8,23
101,103,79
52,54,11
41,44,31
68,70,63
139,142,64
119,124,99
51,53,20
84,88,37
126,127,10
131,134,14
22,28,15
3,8,40
3,6,55
121,125,48
80,84,25
72,76,69
40,43,90
19,20,4
13,17,62
7,8,82
46,50,1
37,40,1
60,61,74
39,40,47
49,54,67
117,118,54
125,131,48
40,44,60
9,13,25
125,126,51
97,99,59
4,8,93
115,116,6
112,113,80
97,101,98
59,60,22
47,53,57
35,39,32
114,121,89
106,107,6
57,63,53
64,65,88
138,140,76
51,57,41
133,134,30
5,6,19
82,87,49
16,20,72
47,51,66
60,63,37
60,62,41
73,76,84
6,9,39
120,123,11
37,39,52
126,128,1
102,105,90
117,120,96
73,75,33
116,120,48
96,99,44
43,45,41
81,87,22
124,127,89
96,100,43
12,14,50
31,32,29
143,144,30
20,21,24
51,52,0
36,37,97
116,121,84
87,88,78
118,120,98
4,10,29
24,26,43
27,33,68
77,79,47
22,25,82
131,136,20
38,42,17
8,9,0
80,81,86
49,50,74
0,2,94
91,93,40
1,5,88
59,61,47
127,131,14
115,118,3
42,46,96
139,141,71
127,129,61
113,118,43
123,128,16
118,122,92
140,144,93
15,17,81
86,88,58
97,98,84
69,79,36
92,93,85
70,73,5
78,83,82
119,120,68
29,34,9
7,11,91
80,85,77
56,59,2
84,86,11
93,97,56
42,48,20
81,82,32
52,55,4
89,91,37
93,99,20
73,77,98
12,20,25
41,45,19
114,118,2
129,134,20
58,61,67
1,4,86
71,75,87
7,10,9
0,1,54
71,74,74
109,111,86
98,101,34
115,120,54
49,52,49
5,7,42
107,108,99
11,13,8
74,75,44
98,108,32
33,39,98
131,132,77
21,22,14
102,104,4
44,48,41
126,129,1
148,149,14
76,77,22
110,115,4
8,12,75
3,7,50
83,85,85
25,31,24
87,89,22
132,136,13
136,140,65
13,16,12
91,95,17
46,49,8
70,71,11
66,70,16
100,101,37
20,23,27
28,33,41
58,59,26
144,146,48
145,147,100
24,27,29
52,56,87
27,30,80
38,39,70
32,34,64
114,119,79
130,132,21
92,99,9
130,131,64
117,124,87
86,92,19
67,69,25
143,146,8
88,91,55
82,83,32
113,114,73
23,26,4
62,66,23
16,18,51
50,53,54
26,31,4
45,47,38
112,116,88
74,78,49
110,114,49
62,63,42
92,97,74
21,25,44
78,79,48
111,115,84
94,95,64
20,24,85
26,29,7
32,33,30
129,130,75
76,79,94
132,134,30
1,2,66
46,47,4
7,9,91
133,137,56
109,113,27
74,76,10
110,111,62
10,13,68
52,59,84
0,5,38
124,125,75
5,10,14
34,41,61
99,101,20
50,51,35
112,117,45
143,148,55
28,35,41
133,136,28
102,108,21
55,57,57
107,110,43
135,136,53
1,9,44
65,66,22
65,67,2
109,114,18
131,137,20
81,83,47
144,148,8
31,35,39
139,144,30
69,71,64
137,139,99
14,17,10
32,35,10
88,89,48
121,127,17
23,27,8
90,94,19
33,35,3
103,105,95
42,43,33
46,51,73
141,144,71
127,132,3
38,41,57
125,129,24
4,6,81
74,77,36
132,139,98
125,127,3
96,101,20
37,38,25
100,103,58
59,62,49
45,49,88
107,111,68
135,139,1
137,140,30
55,58,36
72,74,26
75,77,43
138,141,45
19,22,20
71,77,28
53,56,68
58,60,17
14,18,5
28,32,74
59,65,79
29,31,15
73,81,68
130,134,94
65,70,34
6,8,32
44,46,98
57,60,40
113,116,38
137,142,22
71,72,67
5,11,33
54,56,44
30,34,0
94,98,1
108,110,62
108,109,88
138,142,96
123,126,55
130,136,100
11,16,95
68,72,53
117,123,70
109,117,19
43,46,86
118,119,81
9,16,12
134,139,67
39,43,2
104,105,3
134,135,90
