Node1,Node2,Weight
87,89,92
92,96,47
74,79,49
6,13,84
5,10,61
34,38,69
78,84,2
36,39,71
65,69,70
61,63,84
64,67,64
87,93,43
47,59,8
46,48,79
59,64,98
35,36,66
60,68,68
61,68,34
43,45,30
70,71,4
42,43,80
56,61,28
97,98,52
59,65,35
0,6,77
50,52,79
98,99,38
24,28,59
76,84,16
40,41,57
85,86,27
10,12,93
33,34,19
92,97,6
38,39,97
78,85,80
77,85,11
82,88,71
15,17,38
57,58,1
72,74,98
32,35,68
41,43,97
46,56,38
74,77,16
79,82,14
8,10,4
5,8,88
6,12,8
72,78,74
23,25,6
17,28,40
88,92,71
63,65,27
83,88,80
42,48,36
78,82,62
52,54,38
35,43,72
62,69,94
22,30,95
27,29,73
57,61,55
70,73,75
59,61,36
12,14,9
60,64,88
93,95,52
22,24,88
89,94,99
21,28,10
43,48,57
30,35,0
61,64,91
87,92,17
11,15,58
46,53,11
70,72,88
37,46,26
30,33,39
39,44,76
73,80,33
58,61,4
94,97,44
7,9,57
48,52,64
48,51,30
78,87,76
63,64,3
28,29,7
76,88,97
80,82,38
45,49,95
76,80,70
68,79,68
79,87,4
29,41,37
0,4,62
7,11,55
27,31,99
36,41,85
54,56,73
31,36,100
79,86,77
44,48,0
88,89,90
16,29,77
81,86,4
23,33,23
3,15,22
84,86,79
34,36,16
52,56,74
58,60,34
90,92,59
74,75,94
1,3,27
13,15,26
21,22,74
82,86,88
36,42,16
82,87,17
37,38,40
24,30,6
23,32,88
13,23,78
49,50,70
38,41,32
56,60,72
34,35,94
34,37,0
40,42,83
6,9,24
54,55,52
22,28,57
57,62,19
24,27,21
8,13,85
48,50,98
39,40,18
36,51,81
50,55,46
49,54,74
83,90,97
24,31,11
18,20,46
73,75,4
0,2,25
16,18,54
70,75,49
37,41,12
75,77,43
54,57,87
75,86,14
7,10,65
75,81,77
76,79,79
20,27,59
78,93,2
20,22,52
50,51,87
12,15,52
41,42,37
50,60,43
28,35,19
25,28,27
17,19,63
60,62,77
15,20,96
65,67,35
60,66,6
71,81,51
4,6,0
33,42,71
53,57,86
48,55,73
46,50,49
35,39,50
30,36,41
95,98,64
4,10,61
55,59,98
23,27,50
84,87,5
91,94,31
3,5,10
76,78,66
89,95,51
71,77,94
34,39,65
28,30,94
56,57,88
6,11,100
36,38,60
42,45,67
9,16,59
14,16,3
29,32,56
62,63,31
74,80,50
33,43,0
78,81,70
81,82,81
66,67,98
53,55,99
35,38,76
86,88,68
83,86,9
