Node1,Node2,Weight
138,140,77
129,130,7
123,132,69
42,45,88
72,74,1
18,23,91
69,71,39
88,89,30
77,79,13
144,146,11
46,47,86
9,12,34
99,104,83
45,48,23
12,15,54
18,20,98
70,71,74
140,142,30
67,73,93
71,73,58
62,65,7
147,149,75
74,75,9
45,47,77
142,147,42
85,88,49
101,102,39
121,125,69
18,19,7
114,115,11
3,6,49
81,84,97
53,55,6
67,70,0
139,141,74
114,117,53
120,125,40
108,110,71
49,51,19
4,6,61
21,22,7
139,142,38
38,39,6
56,58,37
11,17,64
73,75,89
26,27,86
58,60,100
72,73,30
110,111,65
34,35,56
23,24,45
143,144,69
36,37,5
135,139,48
19,23,73
130,132,3
8,9,47
145,147,58
29,34,3
43,45,15
93,97,8
62,63,20
51,53,75
75,76,9
122,125,83
111,113,0
95,99,8
2,8,88
70,73,83
33,34,15
8,10,69
79,81,33
13,14,34
93,94,80
72,76,54
21,23,25
65,68,98
77,80,66
60,63,81
64,65,93
135,138,43
31,33,96
2,5,86
59,60,23
54,57,15
102,103,97
108,111,10
141,145,83
89,91,84
94,96,57
40,42,84
47,48,89
122,127,16
67,71,94
140,141,80
