Node1,Node2,Weight
102,140,24
43,71,17
101,137,81
39,45,39
118,142,48
19,24,64
23,56,9
64,107,31
94,99,47
123,125,95
109,145,25
138,155,18
61,101,53
32,84,58
75,117,70
111,123,9
30,49,69
6,38,91
2,51,53
40,74,69
37,79,88
110,118,34
32,45,95
52,60,46
180,191,69
144,148,73
142,160,85
86,87,21
175,192,80
115,116,52
49,62,13
0,62,62
115,154,27
45,49,58
84,89,36
54,55,0
0,35,28
116,132,33
24,33,88
60,79,84
22,55,38
1,47,79
63,83,42
62,79,26
70,87,69
137,141,26
71,80,86
125,128,98
78,125,96
107,113,56
138,157,9
154,195,96
151,185,12
181,184,45
98,135,81
68,73,93
133,175,76
92,112,68
98,121,99
72,78,68
77,92,3
35,70,86
41,43,21
59,89,90
111,120,22
128,129,61
13,53,98
100,113,77
74,93,34
151,182,69
96,154,5
28,37,17
21,58,58
57,96,0
165,176,0
104,127,42
136,147,93
141,155,49
50,56,60
41,42,67
134,136,21
65,145,65
94,119,76
138,154,33
72,82,82
25,58,43
68,72,59
117,161,9
145,156,90
124,171,83
8,50,43
149,170,59
67,91,79
2,41,44
47,91,54
37,51,27
20,49,34
106,143,73
2,8,35
126,156,45
92,120,15
31,61,92
166,168,69
41,96,56
156,165,1
111,174,42
75,139,75
134,158,68
48,52,21
38,79,65
54,116,57
48,64,63
141,156,83
107,111,52
4,28,42
60,101,59
76,100,55
117,165,29
157,159,47
158,179,8
139,153,32
161,186,55
33,72,96
42,119,43
68,102,63
190,192,64
124,175,1
39,61,57
161,162,1
148,175,18
153,185,44
33,55,53
126,143,49
90,102,28
33,109,68
99,101,86
87,112,3
15,61,91
105,119,71
80,109,68
138,167,7
115,127,41
17,22,17
46,91,95
17,45,45
62,82,15
111,132,45
82,114,83
155,199,97
151,174,47
15,24,57
120,159,97
138,140,46
76,97,64
40,69,19
55,117,40
7,9,58
97,104,91
73,136,84
50,67,90
175,195,0
90,170,16
138,156,9
10,43,61
47,111,85
163,199,19
101,107,4
54,87,66
47,69,51
167,174,57
37,74,74
169,195,55
23,55,90
3,26,39
96,150,43
147,154,66
2,24,94
103,108,39
160,167,73
30,80,44
60,72,61
17,85,85
50,89,94
126,128,14
6,17,85
164,199,71
29,108,33
192,195,92
31,60,96
29,30,21
63,73,94
10,54,28
108,126,79
52,61,88
80,85,92
113,135,70
30,88,45
37,55,37
38,68,72
123,166,87
