Node1,Node2,Weight
76,77,17
142,143,1
19,21,90
83,84,62
4,5,12
108,109,69
27,28,54
144,145,4
72,73,98
84,85,4
35,36,72
0,1,86
53,54,13
46,47,59
25,26,59
69,71,45
12,13,69
58,59,99
85,86,85
36,37,43
24,26,24
33,34,8
138,139,30
105,107,56
71,73,11
101,102,10
2,3,22
11,12,96
32,33,13
106,108,3
26,27,43
69,70,58
40,42,18
0,2,47
113,114,18
118,119,3
41,43,18
91,92,48
34,35,35
54,55,96
92,93,46
141,142,62
23,25,43
62,65,97
23,24,42
6,7,1
49,50,44
79,80,58
58,60,40
41,42,64
56,57,78
90,92,71
117,118,35
95,96,8
15,16,27
104,105,84
77,78,40
17,18,63
30,31,37
137,138,34
20,21,93
125,126,26
132,135,81
21,22,78
