Node1,Node2,Weight
108,109,86
0,3,4
118,122,15
123,126,69
69,70,20
142,144,59
119,121,48
25,27,94
9,10,90
66,69,70
116,117,79
72,73,85
31,32,99
63,66,1
73,76,40
46,52,97
94,96,81
51,53,88
23,27,13
128,129,37
1,3,16
3,6,4
11,16,65
8,9,48
22,24,59
39,44,6
51,52,29
91,93,47
66,67,40
105,106,99
53,56,59
83,87,91
99,100,78
33,35,1
38,40,86
146,147,21
45,47,80
12,16,72
108,112,33
4,5,93
79,80,79
47,50,58
132,134,26
37,41,89
65,66,46
44,48,36
95,96,76
103,105,100
55,57,48
85,87,94
66,68,60
20,22,53
45,48,72
13,14,5
65,67,27
74,75,14
119,120,93
107,108,72
42,44,13
99,101,35
98,100,15
88,92,25
105,109,31
12,13,52
85,86,20
6,8,96
136,140,28
122,124,8
146,148,10
104,106,56
47,48,28
126,128,46
4,6,67
140,141,8
