Node1,Node2,Weight
150,182,66
126,129,10
17,18,92
35,50,22
98,111,6
148,166,8
67,70,76
89,109,96
166,185,70
181,191,64
47,59,98
83,84,69
163,176,32
2,30,76
166,172,4
40,45,45
95,103,29
71,94,40
77,86,71
90,95,98
104,107,37
49,62,74
73,76,99
154,166,24
133,159,94
92,110,1
90,104,1
82,98,48
156,172,90
49,58,100
25,32,61
12,21,12
18,33,92
22,23,43
108,120,59
26,55,9
74,80,39
63,65,57
118,137,91
183,198,82
82,97,40
149,160,96
114,139,38
75,89,87
113,115,2
138,142,4
57,66,18
16,29,54
95,98,11
162,176,83
50,52,59
172,190,23
15,23,88
57,64,71
84,99,46
7,9,2
64,77,16
124,142,16
1,4,60
136,144,10
174,193,73
56,59,86
81,113,83
178,188,82
54,71,19
33,34,15
52,58,32
57,59,32
58,59,58
193,196,88
98,120,55
190,194,83
59,87,12
92,104,42
124,128,27
182,184,70
164,165,84
71,74,60
59,90,35
101,107,86
71,78,59
29,66,94
149,168,75
174,176,51
86,93,87
132,133,32
118,121,61
46,64,43
169,178,83
25,41,56
48,66,67
38,76,53
144,155,4
182,191,58
103,105,95
120,131,67
109,123,93
141,146,48
69,75,14
132,152,60
129,136,58
102,109,47
94,96,82
134,136,48
109,133,92
23,27,8
84,87,48
50,51,58
185,186,92
24,59,40
49,60,54
27,28,55
51,66,86
59,76,16
152,163,96
20,31,55
45,47,24
165,174,78
96,110,55
63,64,56
134,150,48
131,150,71
20,24,3
42,50,46
121,125,66
43,45,90
135,144,68
116,129,47
128,152,53
66,68,59
136,139,82
28,32,36
25,28,10
25,36,21
164,180,63
173,197,21
6,16,23
124,140,77
2,19,49
142,151,92
39,42,92
143,152,93
126,134,18
49,70,40
1,3,66
69,95,19
33,42,95
11,15,23
80,86,81
100,112,67
167,176,4
60,70,56
116,130,43
123,152,89
120,141,35
42,55,60
148,160,18
92,98,16
72,87,13
56,61,94
71,106,16
90,105,7
15,22,96
187,190,52
130,138,5
18,26,50
136,154,4
141,142,17
89,93,18
0,14,6
157,173,68
87,89,100
73,79,57
131,134,38
93,112,30
129,130,47
94,103,20
83,91,77
185,196,62
63,73,65
139,142,49
37,43,16
0,10,70
179,185,68
78,83,76
65,93,45
19,25,40
32,44,31
61,75,50
136,147,26
135,143,54
137,146,34
151,158,20
183,185,33
13,18,8
84,97,50
145,151,87
149,155,54
127,130,25
84,93,6
126,135,72
175,186,37
36,43,99
197,199,31
77,78,53
145,165,32
99,122,2
105,111,15
160,161,47
54,76,3
8,23,13
102,131,73
113,114,32
144,148,26
104,106,24
0,30,56
125,132,96
133,153,6
38,57,34
167,177,44
160,182,88
132,135,54
131,156,49
6,19,37
87,95,23
45,55,61
44,53,3
8,28,77
128,135,96
43,44,67
59,60,75
137,148,20
103,108,2
194,197,54
178,191,21
132,134,1
152,165,35
41,61,85
109,110,84
13,19,36
142,149,55
98,102,1
84,94,82
163,170,39
172,198,31
165,171,61
121,123,49
134,148,76
162,169,10
28,60,86
157,174,26
44,57,79
111,123,13
5,20,33
92,111,26
16,25,90
108,122,14
29,30,37
101,106,33
93,96,98
106,121,63
51,68,53
102,114,35
180,192,17
153,154,74
51,72,96
59,61,15
77,101,71
133,150,45
21,26,90
27,33,47
176,185,0
34,50,13
181,188,53
112,141,90
164,171,98
63,72,59
49,65,74
102,107,42
121,127,28
110,128,3
66,71,91
21,33,42
68,74,25
100,120,52
2,6,32
67,90,18
95,111,62
187,198,22
79,85,80
177,182,11
190,191,62
103,107,89
174,197,13
125,133,24
57,86,36
181,182,24
46,47,3
39,57,92
159,160,53
79,81,16
114,118,57
60,74,50
133,141,12
184,187,60
163,177,80
137,152,100
7,30,33
84,92,13
17,24,35
193,197,64
175,193,93
195,199,96
124,126,59
23,24,100
135,139,16
32,52,78
126,154,84
107,112,39
110,129,23
130,149,70
30,41,75
10,31,76
29,31,5
175,183,18
138,148,42
176,195,90
145,149,1
165,167,80
116,118,86
10,15,42
23,31,4
134,139,25
151,154,67
24,31,90
59,70,56
108,111,80
73,91,37
138,155,90
135,136,60
152,158,90
139,162,89
29,36,10
126,143,81
2,15,57
141,149,87
145,148,86
185,187,82
156,166,93
24,36,30
9,44,21
146,157,48
152,159,62
126,130,47
72,88,51
178,187,45
23,37,78
60,87,83
162,167,33
26,36,52
76,102,39
87,94,82
3,7,50
189,197,81
127,136,80
79,83,32
83,88,77
150,157,49
65,85,2
12,33,98
86,95,49
71,80,11
114,121,14
89,90,91
88,110,87
172,179,22
67,71,91
162,170,19
1,10,44
34,67,62
46,57,73
97,100,4
95,104,58
65,66,14
122,146,26
144,159,33
22,41,97
149,165,20
145,155,95
