Node1,Node2,Weight
180,183,9
61,71,45
157,163,75
16,42,32
111,113,98
46,48,18
131,151,82
144,155,50
192,194,11
84,88,76
79,91,79
62,68,38
26,29,24
63,66,20
51,73,21
175,180,75
40,49,78
108,112,39
98,100,63
185,190,42
171,172,40
141,157,98
136,137,5
103,105,46
59,73,64
77,86,8
42,58,62
108,114,92
53,58,63
191,199,47
54,58,71
66,70,100
29,31,2
97,99,27
32,34,23
36,45,98
85,88,59
14,15,28
129,140,34
164,176,64
114,119,54
106,112,94
106,116,98
7,18,72
184,195,58
147,157,1
171,180,54
13,14,35
16,31,79
123,130,62
64,67,95
99,104,47
79,85,4
119,125,41
190,196,76
99,100,49
50,66,20
85,86,84
152,168,41
106,110,9
140,144,42
173,188,30
95,100,41
78,87,28
47,60,97
171,175,56
180,184,100
45,49,10
83,90,74
163,165,87
92,94,96
131,132,1
104,114,61
139,165,9
125,129,3
171,179,64
51,52,17
1,8,91
25,37,74
154,177,64
67,77,16
60,61,76
145,148,88
75,81,21
188,196,95
177,194,30
43,58,35
89,102,0
26,32,58
155,162,76
14,17,35
46,67,24
167,169,96
182,183,15
8,16,18
28,36,50
62,77,76
148,155,41
117,123,44
5,22,54
146,160,38
81,103,41
80,90,83
166,167,12
94,103,76
129,139,92
129,143,24
70,73,53
75,76,45
62,67,20
3,10,69
111,116,24
144,148,38
101,108,33
170,175,37
194,198,78
146,150,14
118,137,35
93,98,12
91,92,15
179,187,61
79,88,6
38,52,1
153,157,78
48,54,44
29,33,36
87,92,75
152,167,7
18,23,4
20,21,32
46,60,15
9,14,80
189,191,27
116,121,63
69,74,58
99,101,22
84,86,29
124,128,1
42,46,77
158,177,11
91,93,43
124,126,57
170,181,81
177,181,18
160,175,15
121,132,77
2,8,69
5,8,76
132,145,38
133,136,12
184,187,91
162,167,48
45,58,10
63,71,57
196,197,7
122,138,29
76,82,8
89,101,78
8,13,15
139,140,69
176,183,93
4,5,86
108,111,45
109,113,41
52,62,6
26,33,39
68,69,92
139,144,63
3,18,27
180,185,96
63,69,4
31,34,72
154,156,95
80,82,96
104,109,44
59,72,34
68,72,43
105,113,53
179,193,62
83,89,36
143,148,26
74,78,87
9,25,30
70,76,57
35,39,49
1,2,13
111,112,84
111,118,19
76,77,39
48,52,21
50,59,1
115,125,39
58,63,98
50,56,84
93,101,58
108,126,26
93,95,98
156,169,41
139,149,14
101,115,10
103,113,41
42,49,51
165,178,87
57,63,6
21,28,10
137,141,52
167,168,90
93,99,75
138,142,3
96,99,48
3,6,87
115,123,6
104,112,97
171,191,16
146,148,45
38,57,93
102,106,18
158,166,87
37,44,73
162,166,66
155,160,48
164,172,37
125,138,90
63,67,94
64,69,0
69,81,29
116,120,63
152,157,97
175,190,64
187,188,60
171,187,48
140,153,57
58,66,8
65,76,66
95,102,66
15,23,28
167,176,16
33,40,54
73,82,39
78,84,3
71,74,90
99,105,68
27,31,39
177,179,64
184,191,24
155,168,86
124,127,22
22,27,93
197,198,81
144,161,91
39,40,13
24,33,33
132,134,26
131,136,97
176,189,99
56,62,64
132,143,63
86,93,73
154,155,30
8,19,56
31,36,7
81,88,75
164,181,66
131,135,74
178,189,49
15,20,61
103,107,4
51,58,87
79,83,82
88,95,14
194,197,95
153,160,3
70,82,75
93,94,80
29,40,34
30,33,86
130,140,95
75,85,38
154,173,72
97,114,14
21,27,88
113,119,67
52,54,81
108,116,35
107,116,48
126,130,27
5,13,23
23,27,38
61,69,97
104,117,26
15,16,0
48,57,6
37,42,1
120,131,35
121,125,43
44,54,42
39,55,63
172,177,4
95,96,98
46,50,10
82,89,23
57,65,78
9,12,92
53,60,76
149,157,9
125,131,71
76,83,37
186,187,61
46,51,29
165,176,11
8,15,60
60,73,54
132,140,86
82,91,38
106,108,40
8,10,17
149,159,86
129,135,4
15,22,82
155,159,12
57,64,97
38,40,77
32,48,40
188,192,44
108,118,31
99,108,64
36,42,39
5,10,94
36,48,42
22,40,26
60,76,68
165,172,41
156,157,92
22,29,84
61,77,71
98,113,65
60,72,43
60,64,10
35,49,80
17,19,73
159,163,100
73,74,88
172,185,70
177,180,27
170,172,67
87,89,22
127,131,6
110,122,96
7,11,81
188,198,42
19,23,38
7,9,28
132,135,99
11,16,29
168,173,8
39,45,32
31,39,30
151,165,45
72,74,91
179,188,13
90,96,81
32,38,27
59,66,39
107,110,69
108,119,8
90,99,46
172,186,69
38,41,50
33,35,26
187,196,56
36,40,4
143,144,81
186,188,92
149,160,90
175,186,99
49,54,32
39,46,19
115,120,1
90,100,84
25,31,51
114,129,72
153,155,7
114,117,24
123,132,42
188,189,19
109,116,39
116,133,84
137,142,46
147,148,67
128,139,5
159,165,78
80,81,36
21,44,65
158,167,15
87,97,87
192,199,60
75,77,57
176,182,40
97,101,77
118,125,53
178,190,73
101,110,32
1,5,32
136,144,9
119,120,12
68,70,20
189,193,85
165,174,59
194,196,21
106,114,33
128,137,8
181,187,29
110,113,69
82,94,63
181,183,15
60,65,79
17,24,60
16,38,88
45,47,48
130,141,70
129,137,11
108,130,59
77,81,60
102,119,26
169,172,32
49,50,32
125,132,92
186,195,60
58,61,26
99,113,29
164,165,39
170,180,56
84,85,68
40,43,28
138,152,23
34,39,33
178,183,17
114,116,43
16,19,64
90,108,43
55,57,14
141,151,42
51,61,27
130,137,98
52,53,34
67,69,44
185,191,40
17,22,16
184,194,36
2,3,50
159,164,83
8,12,47
72,78,21
80,83,13
46,57,76
142,149,4
100,108,43
142,144,48
178,179,40
128,136,28
146,147,17
126,132,23
133,142,92
94,98,45
127,140,70
69,77,95
3,5,20
35,45,41
54,62,94
100,120,0
112,114,6
159,167,84
