Node1,Node2,Weight
22,44,86
60,67,95
5,55,28
6,45,55
37,65,11
48,86,81
12,55,99
8,49,9
66,76,13
32,35,68
69,76,31
23,40,71
94,98,90
37,50,51
72,79,44
80,98,86
18,41,80
18,19,79
71,97,73
45,94,73
48,60,92
25,45,21
44,76,9
16,33,48
68,95,12
27,35,59
46,82,42
61,79,27
41,79,34
5,28,30
60,66,43
25,95,72
56,60,80
62,80,42
34,38,84
12,24,17
88,94,7
55,81,1
54,80,23
12,22,11
32,61,41
63,81,5
71,88,2
58,70,78
7,29,33
53,92,32
64,81,63
38,61,92
46,74,38
3,24,12
39,76,56
29,70,10
49,51,23
62,76,28
5,29,45
51,97,54
17,30,35
81,96,96
55,72,53
1,17,79
45,73,16
59,98,0
21,38,82
87,89,95
41,95,63
25,58,42
58,83,54
79,96,46
41,45,68
4,17,22
52,75,59
33,46,71
15,23,50
86,87,69
1,21,46
38,87,43
60,68,99
1,15,10
44,69,57
9,37,63
22,23,74
42,53,61
9,17,84
40,80,93
78,82,56
54,83,49
42,67,52
31,64,13
81,90,48
26,35,82
47,50,49
4,54,28
89,93,17
16,56,37
67,71,32
40,46,20
15,67,16
27,45,72
18,29,89
46,49,73
28,58,1
14,77,62
77,87,42
23,45,67
27,33,22
46,83,92
66,67,21
10,25,89
48,53,79
31,40,72
5,30,91
40,72,50
31,34,87
78,79,97
60,71,64
36,70,74
50,98,25
81,91,94
57,86,15
24,28,96
29,52,23
82,94,13
20,36,24
39,86,37
6,51,58
44,68,39
26,31,59
13,68,15
47,64,92
8,10,63
11,36,8
16,24,80
20,30,24
4,28,75
48,96,19
16,18,19
81,85,19
66,80,92
56,57,4
57,72,36
12,28,16
23,50,99
91,95,97
60,97,16
29,39,78
53,91,24
74,96,86
56,90,20
66,95,73
31,35,2
27,81,86
84,98,69
30,43,13
43,59,37
25,64,85
14,33,9
50,53,65
34,65,87
47,83,69
74,88,19
41,62,34
12,47,75
18,44,38
67,99,50
44,64,44
75,88,62
2,29,58
91,98,42
70,91,8
83,99,88
29,84,60
15,33,48
60,80,11
57,63,43
30,38,66
40,79,98
55,65,2
18,52,39
90,97,6
25,37,63
61,74,21
36,49,55
73,96,64
16,60,66
38,45,56
29,35,3
94,97,19
2,63,92
58,90,77
17,18,87
66,68,75
44,86,57
29,45,76
43,66,24
48,56,32
9,24,3
28,49,55
79,91,68
19,40,42
79,89,23
22,46,34
58,89,29
54,77,0
0,30,36
78,97,86
55,82,41
21,58,96
3,27,58
59,99,29
25,63,22
70,92,41
64,74,55
34,98,75
29,75,91
43,46,53
58,63,39
22,87,0
74,78,65
23,68,3
45,76,21
62,70,33
65,94,6
14,37,24
57,93,5
40,41,73
24,39,67
0,1,7
8,32,81
1,29,23
48,73,0
54,88,78
30,93,54
48,76,87
54,60,25
14,64,35
81,84,31
24,36,32
39,65,65
51,65,10
15,42,87
51,83,58
43,86,79
37,53,49
6,19,23
61,95,82
73,89,2
52,72,6
44,56,15
87,95,96
69,83,64
0,7,28
41,66,46
5,33,67
56,92,59
29,44,93
39,61,47
53,63,20
30,49,91
76,95,0
62,82,15
44,95,88
34,75,97
43,65,21
50,82,79
31,38,83
29,32,34
16,51,51
56,98,78
7,53,78
22,75,85
62,71,32
16,26,77
8,25,44
83,92,15
68,71,33
64,77,99
28,39,1
8,41,35
70,86,5
41,58,66
58,68,62
26,96,7
13,20,15
20,27,57
83,95,14
29,63,3
87,93,31
23,37,100
41,74,53
70,85,68
31,51,63
35,37,99
10,38,86
80,91,2
50,86,33
60,61,24
16,42,42
72,99,35
2,13,89
6,15,85
66,72,22
49,76,72
82,91,26
45,52,38
57,64,15
63,98,86
45,48,2
44,70,25
38,75,99
21,27,28
21,84,99
3,65,93
30,48,78
11,35,15
26,48,97
55,74,59
23,71,94
23,43,38
15,76,3
5,40,72
54,78,28
7,60,18
56,89,55
80,87,29
65,66,11
48,55,45
35,45,11
16,25,17
15,16,22
2,9,27
51,72,72
34,43,29
21,54,46
9,25,45
64,65,73
56,73,57
25,42,1
28,53,20
94,96,76
55,77,19
35,61,52
20,52,88
8,51,48
32,54,51
2,8,96
81,82,18
56,85,34
51,74,45
66,69,83
45,55,20
6,26,62
45,49,29
41,76,45
2,17,85
63,87,90
69,80,95
25,28,4
39,59,17
44,67,94
7,24,29
46,52,31
82,83,14
11,75,95
11,89,84
34,46,81
61,67,36
82,95,92
36,59,28
63,74,45
78,94,55
19,39,66
7,39,28
80,89,23
23,54,34
45,58,44
89,92,5
85,92,36
6,41,83
57,82,100
32,39,65
55,73,54
31,68,69
23,30,46
15,36,62
42,76,95
53,58,77
33,85,61
13,45,5
24,51,78
89,97,4
58,81,91
42,55,68
62,66,58
17,72,77
88,96,19
24,82,54
80,95,38
37,74,21
26,29,27
45,79,52
79,88,46
21,68,45
31,62,67
23,61,49
41,64,25
28,64,27
1,58,79
8,15,10
64,88,39
2,27,45
0,51,50
29,48,86
62,84,66
21,35,28
40,44,70
15,69,47
29,40,49
53,61,56
8,29,63
40,84,46
16,71,81
24,53,100
20,33,0
12,81,48
1,77,38
40,71,68
61,66,63
16,43,69
39,78,1
14,68,68
57,77,35
49,94,43
11,15,30
74,86,45
54,64,90
56,83,23
47,87,82
51,78,88
19,83,29
68,85,66
25,30,2
4,46,13
57,58,78
64,68,14
63,67,85
33,51,71
55,61,47
72,80,31
1,19,76
63,65,96
33,87,100
84,88,48
38,49,12
54,75,29
49,55,71
19,21,20
2,39,58
32,46,10
35,90,11
8,37,74
63,93,65
13,50,41
62,75,90
55,60,10
70,72,100
33,43,45
1,6,75
1,2,42
82,89,72
12,20,97
4,39,4
96,97,99
48,66,49
51,57,52
57,75,69
37,60,5
29,97,42
38,86,78
5,9,14
52,97,34
1,10,89
29,65,73
30,41,51
62,77,12
25,43,17
13,33,71
17,41,52
12,38,81
86,96,68
33,60,85
70,99,22
21,25,6
13,30,79
11,27,41
6,8,74
73,99,46
23,64,15
28,54,23
22,53,46
50,64,5
58,67,63
43,53,21
37,89,93
20,35,86
40,93,2
13,15,12
49,64,92
21,22,26
22,30,91
1,5,51
29,30,29
64,94,100
51,82,87
12,15,77
61,93,18
29,42,35
49,57,85
33,79,42
58,73,19
26,42,70
27,42,80
10,19,62
38,68,74
45,57,35
21,43,61
35,75,78
26,92,13
21,77,33
22,63,32
42,73,1
69,88,32
27,28,8
94,99,8
56,82,36
38,51,38
50,57,93
27,32,27
35,54,38
46,77,32
7,16,48
11,87,35
2,38,17
8,44,63
71,85,90
4,29,32
23,75,31
26,71,6
40,63,16
11,38,88
24,47,94
42,62,52
75,86,43
6,42,35
28,77,0
63,75,72
11,74,86
7,47,8
76,89,52
2,52,54
57,59,78
13,37,61
78,81,89
11,25,76
35,50,87
61,70,18
46,60,59
49,61,62
80,84,53
37,67,23
8,19,35
20,42,65
31,37,67
62,92,35
23,28,92
8,43,38
70,89,100
13,22,69
25,41,25
39,42,14
26,39,22
4,13,22
6,61,1
54,66,79
66,85,80
69,82,48
75,98,63
41,89,92
6,20,90
17,38,71
11,39,3
22,37,99
0,34,98
4,60,26
3,57,75
16,37,13
44,50,12
35,66,5
87,92,69
32,43,95
6,11,52
16,53,80
43,56,39
70,76,70
55,95,36
69,73,86
66,77,76
3,11,55
68,80,4
52,58,52
8,33,19
16,48,51
19,55,9
17,23,68
37,88,33
15,49,25
17,57,98
5,39,5
44,58,65
87,96,6
6,24,10
45,67,24
25,31,67
1,62,28
59,66,14
17,52,16
93,97,37
70,73,70
60,62,9
34,72,41
64,70,87
53,73,37
19,34,90
26,76,40
67,78,71
20,69,79
90,94,84
34,50,18
27,31,51
55,63,40
45,92,92
4,19,88
23,31,93
48,77,30
52,78,17
67,95,80
74,76,91
54,55,96
8,13,36
64,99,75
2,23,29
50,80,78
87,88,42
9,10,60
