Node1,Node2,Weight
63,64,64
64,66,98
103,104,13
34,35,75
146,147,40
10,11,98
63,65,72
30,31,0
141,142,48
31,32,28
148,149,16
96,97,9
54,55,93
143,144,16
29,30,80
127,128,76
26,27,79
74,76,80
3,4,95
67,68,31
23,24,81
57,58,21
77,79,47
60,61,11
59,60,24
128,129,60
107,108,81
21,22,6
61,62,65
41,42,55
118,119,15
48,49,25
68,69,84
47,48,88
14,15,17
16,17,29
53,54,49
92,93,40
52,53,75
37,38,56
19,20,17
88,90,61
116,117,22
101,102,77
104,105,78
115,117,64
145,146,25
79,80,34
39,41,100
140,141,19
135,136,29
147,148,28
9,11,100
67,69,52
76,77,22
84,85,45
13,14,53
126,127,90
39,40,94
75,76,40
69,70,97
84,86,56
98,99,4
17,18,87
8,10,84
24,26,99
105,107,98
