Node1,Node2,Weight
28,40,67
2,30,70
33,42,93
1,26,80
15,26,46
17,48,97
35,37,63
31,40,36
22,47,57
27,34,29
45,48,100
5,28,1
2,10,37
6,13,97
24,32,20
21,33,51
8,37,47
17,20,62
12,27,60
26,32,44
26,46,76
7,26,66
36,47,68
35,48,60
11,45,50
46,48,33
2,42,32
6,44,27
13,33,96
10,30,83
19,41,69
30,46,26
16,26,97
8,23,85
40,46,74
43,44,10
19,31,67
27,48,63
39,46,19
26,43,20
7,29,24
17,33,94
6,14,14
33,37,2
19,25,1
27,38,42
24,26,14
17,28,9
23,42,28
23,32,51
10,37,18
15,21,76
13,44,62
13,32,57
32,36,86
4,48,43
38,39,63
1,15,33
25,42,3
23,28,83
16,43,47
17,31,92
15,27,24
6,46,81
11,13,51
12,18,57
20,39,65
31,44,37
12,39,67
28,36,41
3,9,6
4,15,77
17,18,15
5,24,79
9,36,12
24,34,26
13,48,99
36,40,35
23,24,43
9,15,86
16,49,90
32,42,28
13,16,90
37,49,30
3,24,14
17,22,82
28,48,27
32,40,63
3,35,16
17,25,8
7,11,70
4,19,4
9,12,14
8,32,25
29,39,71
17,47,33
6,23,2
28,38,7
34,43,55
21,24,74
35,40,100
5,6,68
6,21,42
3,25,25
7,24,99
21,38,26
15,19,10
11,34,35
30,33,47
11,48,41
22,43,87
18,31,56
19,42,72
1,8,15
7,41,12
5,34,10
18,37,67
29,34,6
2,12,57
33,45,32
3,20,1
10,19,8
46,49,91
4,10,74
5,17,80
1,6,72
3,5,8
7,42,18
3,6,37
19,48,46
8,21,83
5,32,37
15,18,4
25,45,30
12,35,38
9,49,39
43,47,40
