Node1,Node2,Weight
38,54,91
63,74,86
18,57,83
40,97,72
91,115,88
59,66,54
46,90,88
104,106,45
96,108,37
7,21,35
38,59,64
1,18,72
81,99,49
61,75,23
3,37,16
22,28,33
1,7,90
134,148,14
40,77,55
107,109,60
7,15,89
20,30,38
61,82,31
64,73,75
72,98,36
43,51,69
4,47,49
0,15,85
25,37,37
74,118,39
43,100,58
27,79,12
30,76,56
84,87,20
97,142,95
114,128,27
44,66,21
82,98,87
105,129,22
93,105,58
17,22,4
108,110,33
25,51,59
61,101,23
54,62,82
7,18,84
36,78,74
104,147,50
132,143,46
91,102,89
15,18,79
37,69,66
59,82,76
30,63,68
98,101,38
5,33,56
138,141,16
26,48,42
60,94,94
93,116,43
47,93,98
57,81,17
69,72,88
28,29,20
26,52,49
31,57,59
72,91,31
112,119,29
59,111,68
128,130,40
8,43,81
113,140,23
58,86,90
52,55,98
104,143,22
54,65,44
22,27,30
121,132,46
134,136,1
80,142,83
122,136,22
69,117,73
89,96,50
110,124,34
50,82,87
11,23,17
99,125,63
109,125,69
105,111,75
29,141,92
47,57,10
141,146,17
95,101,26
18,29,0
41,50,43
43,66,84
27,36,74
108,121,27
53,71,56
12,27,66
17,85,36
51,81,96
17,55,91
96,102,39
38,58,98
113,116,88
73,93,49
36,79,0
12,19,52
45,73,50
124,143,2
79,111,58
27,37,40
42,48,42
20,36,47
93,115,0
35,74,50
58,70,36
82,134,14
41,89,32
36,39,91
61,112,45
104,119,33
105,123,67
118,140,84
111,136,46
60,99,64
104,109,31
88,99,1
17,35,23
62,86,74
62,75,69
103,114,3
110,120,67
74,102,62
106,109,15
5,37,94
44,56,58
94,132,82
82,106,83
137,138,38
46,68,55
125,137,88
55,59,41
55,58,99
1,30,51
75,147,48
58,61,42
94,126,20
21,56,34
114,123,42
66,95,43
34,51,42
0,26,13
78,90,33
73,104,41
21,24,74
134,139,80
132,137,91
90,135,47
108,138,0
14,41,37
69,98,73
1,28,82
97,115,50
2,28,54
74,126,4
48,60,27
4,23,86
98,128,37
0,61,17
4,31,27
59,83,19
11,70,89
86,103,15
3,73,92
76,101,49
68,69,45
20,40,94
56,64,90
45,69,94
85,111,61
23,78,54
56,140,100
139,143,9
61,107,35
110,138,48
33,64,1
52,74,25
20,74,29
59,93,32
108,111,22
64,74,6
11,33,13
86,126,54
109,116,10
42,57,45
73,120,20
106,141,46
111,137,1
36,47,20
7,29,81
68,111,40
77,96,73
16,30,25
46,67,94
19,32,14
101,118,77
30,54,7
61,81,98
60,81,83
91,106,23
49,60,96
15,37,11
31,53,58
16,36,32
47,135,94
67,93,81
48,109,20
20,28,6
111,139,41
64,123,80
37,76,53
116,123,90
114,115,14
35,37,7
32,68,94
26,30,17
80,99,33
134,143,79
115,119,19
44,89,32
73,114,85
77,93,88
4,15,10
25,85,52
73,123,80
23,50,7
117,130,11
46,86,36
64,82,15
60,73,40
93,100,73
134,135,26
31,51,22
4,65,7
72,100,13
35,71,43
132,134,56
9,65,40
102,112,30
40,54,81
49,74,36
18,69,50
34,45,82
45,55,33
55,79,66
42,46,81
9,11,90
68,81,43
102,111,56
57,59,92
1,16,26
84,102,16
71,149,86
16,22,12
128,149,71
121,138,13
80,126,86
121,144,79
67,100,18
111,112,82
48,81,23
66,139,94
106,120,82
67,97,72
20,60,89
54,81,71
50,86,84
98,146,31
11,54,46
98,125,41
85,142,90
108,128,18
101,123,40
73,92,14
22,55,100
82,91,14
16,20,91
74,89,65
57,66,75
70,94,59
56,70,34
48,73,69
99,147,50
37,65,6
82,111,17
100,110,28
71,116,74
62,101,54
23,54,65
5,15,29
64,78,37
121,124,91
66,86,55
41,56,36
42,62,90
120,127,76
109,126,29
95,118,74
65,88,70
27,81,58
113,145,2
47,86,100
23,28,18
24,100,85
30,41,52
123,129,77
113,126,54
98,100,95
47,64,59
45,123,86
97,126,29
61,77,70
34,66,5
60,85,69
12,36,55
46,97,69
27,40,85
98,136,81
66,90,26
15,32,96
46,69,74
120,139,65
67,92,92
24,37,49
119,131,10
85,95,19
31,112,10
94,148,42
80,88,2
4,59,93
6,41,77
122,134,7
95,96,48
3,44,86
74,98,49
117,131,80
16,27,11
100,132,24
49,65,12
6,37,35
123,149,93
138,143,26
91,122,1
56,125,80
81,104,59
32,66,72
42,65,98
101,104,52
19,57,36
91,97,64
90,145,65
126,143,96
11,31,78
79,128,67
13,18,90
24,88,11
81,100,58
61,76,9
131,145,76
42,56,88
30,74,14
30,45,4
126,144,38
66,85,32
100,120,44
72,74,78
9,35,12
17,21,45
80,110,9
3,6,48
87,94,16
14,79,41
135,141,15
19,65,21
100,137,28
74,108,89
69,96,53
66,69,81
57,92,93
96,130,38
113,132,100
104,117,56
70,99,58
96,104,80
109,127,54
80,90,44
127,137,82
55,98,33
80,108,75
40,42,18
43,58,14
89,113,27
70,76,75
40,65,74
4,49,20
26,67,74
6,69,6
43,76,41
86,104,45
107,118,76
92,106,57
39,56,29
21,99,6
26,50,58
109,138,30
56,61,13
77,82,40
27,32,82
84,149,18
10,39,42
75,93,86
65,75,66
77,103,37
96,140,19
83,85,84
90,95,50
75,97,96
20,59,67
135,136,11
36,38,1
55,75,75
47,65,39
26,29,19
14,35,49
22,34,48
117,129,9
121,127,53
80,146,31
84,110,85
74,99,47
136,145,47
142,147,12
49,52,89
66,126,98
112,130,86
51,84,14
25,44,41
36,81,23
68,128,57
141,149,5
79,94,59
54,56,63
83,96,39
13,86,89
87,90,32
124,147,36
57,91,57
74,106,22
69,136,7
74,132,72
13,69,43
53,101,18
44,46,18
106,124,21
140,147,73
64,98,81
107,129,24
50,60,62
45,60,43
13,28,5
22,69,85
92,113,20
122,132,62
24,46,23
30,34,90
41,62,39
93,107,59
21,113,40
33,96,17
57,64,85
138,142,67
65,70,36
21,73,24
142,145,32
14,49,99
68,79,14
117,149,66
88,108,29
12,75,18
94,144,77
17,41,86
0,20,31
99,116,63
34,99,22
139,147,60
40,62,15
61,86,1
30,49,96
54,60,42
3,21,96
10,18,59
9,43,51
126,133,1
103,119,90
4,54,9
15,46,78
120,123,87
74,92,95
76,102,96
19,36,19
67,142,59
83,106,74
47,67,39
112,138,80
70,92,85
91,104,2
61,116,57
52,66,7
74,93,42
79,127,43
54,107,90
132,140,89
52,76,89
101,125,100
106,121,69
22,83,62
104,126,55
35,68,85
89,115,8
66,82,25
106,116,69
105,125,70
82,83,79
94,109,69
35,46,65
54,58,15
17,30,9
81,110,79
117,119,95
69,83,90
0,27,99
22,45,45
130,136,57
71,114,43
4,34,43
121,125,51
109,122,50
80,118,5
72,112,75
55,72,18
102,105,85
18,66,18
95,102,73
127,133,63
143,145,58
57,87,28
122,123,37
94,121,23
109,132,46
34,126,63
38,62,40
54,86,52
126,130,87
38,40,32
92,118,33
49,63,100
106,145,81
119,143,49
51,117,44
81,144,99
86,92,18
41,68,90
41,74,96
69,143,53
25,40,18
89,118,68
76,81,44
52,127,76
112,137,2
42,75,91
72,103,7
83,119,78
65,81,41
68,84,20
20,22,41
43,96,25
104,123,38
4,22,81
46,54,21
111,119,11
66,140,56
62,115,74
9,67,39
4,52,88
48,85,3
77,86,19
17,27,16
63,89,13
83,110,59
2,52,48
78,109,75
51,103,18
7,34,81
39,41,75
109,128,21
29,33,26
97,140,94
32,118,71
84,86,72
7,19,14
48,68,0
59,65,53
38,72,29
112,118,79
11,57,87
50,77,48
32,67,50
74,122,77
75,80,31
85,99,15
48,90,9
47,87,93
24,66,0
78,84,62
40,72,13
18,88,55
13,42,88
24,50,28
32,60,85
27,77,91
57,88,59
99,140,8
22,25,36
9,48,48
29,47,43
91,107,24
66,83,12
117,121,68
37,98,21
4,24,66
62,74,9
107,122,64
75,125,28
83,103,53
40,79,60
110,123,12
82,97,49
76,95,100
92,114,58
8,52,96
29,59,17
67,95,56
68,130,69
95,99,46
55,66,29
89,121,58
55,65,98
127,139,86
110,128,49
45,81,13
64,86,27
108,131,21
66,84,91
8,24,20
22,40,84
116,147,98
74,120,38
95,106,49
56,108,28
28,39,39
80,87,49
10,20,38
83,135,88
119,144,33
55,64,35
98,124,62
0,4,55
107,140,52
56,74,25
96,107,26
39,110,93
31,33,99
99,104,5
42,44,31
99,132,61
23,43,67
8,47,1
82,89,58
87,106,99
124,126,39
44,64,13
92,96,16
8,21,98
27,46,100
18,48,18
27,110,23
33,71,56
84,131,2
4,10,94
28,37,64
81,84,49
61,96,100
26,77,79
17,18,71
82,99,96
25,72,73
4,18,81
3,12,11
87,97,38
6,16,34
43,67,14
96,131,81
34,38,78
19,52,22
93,109,7
79,80,20
56,109,48
93,114,87
68,99,64
27,78,50
72,105,15
26,27,21
63,91,72
129,133,25
7,47,97
24,111,68
89,114,7
60,70,51
38,51,11
36,53,96
18,76,83
18,72,7
121,130,55
6,12,94
45,47,34
45,50,1
21,35,37
52,71,73
54,80,96
119,147,84
12,24,42
66,73,66
38,71,14
110,115,5
84,96,60
7,32,58
78,83,34
18,51,91
105,146,66
54,72,69
14,33,43
95,110,89
20,85,6
55,56,64
76,99,93
49,91,86
20,21,71
32,48,55
84,141,35
78,112,62
37,50,84
82,129,58
95,127,11
1,67,31
108,143,3
120,135,73
64,68,43
103,105,45
26,51,22
9,24,41
11,60,91
23,27,71
