Node1,Node2,Weight
65,79,77
15,18,34
5,6,29
7,12,55
84,90,81
5,22,64
7,25,91
94,98,91
25,38,0
37,40,33
9,10,52
12,20,4
5,25,43
3,18,82
10,28,4
53,54,68
39,43,48
44,63,16
68,77,11
90,99,47
77,79,53
22,26,40
25,30,48
81,94,31
72,92,37
7,22,93
27,35,89
38,47,79
39,49,14
27,45,20
63,65,75
22,24,43
19,30,98
61,69,26
14,20,68
75,90,45
28,35,31
60,70,9
59,69,60
14,23,48
11,13,64
70,76,47
90,93,63
11,23,17
75,85,89
80,85,81
57,71,24
64,75,47
56,59,68
92,96,89
7,18,93
23,27,76
84,91,58
36,41,48
2,15,26
10,16,87
52,58,24
78,88,55
67,73,46
6,15,94
77,88,88
16,18,69
58,60,19
68,76,8
79,90,95
66,68,37
11,18,92
29,37,1
49,54,5
41,45,91
65,80,10
76,90,84
8,18,9
80,88,57
5,15,15
43,49,16
4,32,18
51,62,52
73,79,56
72,82,70
77,81,8
81,84,23
35,52,90
33,39,84
73,98,4
1,12,14
75,82,63
13,20,87
10,21,40
27,30,76
61,64,38
38,40,7
76,92,24
35,39,64
34,43,81
77,83,88
10,17,38
57,59,43
49,52,7
33,41,8
8,10,36
1,4,75
85,99,34
17,47,78
1,5,38
47,57,70
16,31,37
46,47,95
36,49,45
21,29,16
63,75,34
84,92,86
91,95,84
54,71,99
43,44,1
18,39,71
11,33,56
49,62,40
45,49,82
42,58,20
2,4,43
13,25,18
52,54,97
26,39,29
22,34,50
16,34,10
25,48,94
18,28,97
66,71,86
22,30,61
72,86,96
53,77,89
16,20,84
64,68,71
23,33,66
25,39,20
2,9,44
20,24,32
7,13,86
12,23,61
37,38,31
61,82,13
93,95,9
71,81,23
21,27,95
50,63,76
67,71,53
74,91,95
9,13,84
31,42,35
92,95,62
21,30,34
74,87,37
35,38,46
8,16,33
9,19,48
61,72,97
35,51,41
38,45,96
17,22,9
69,82,17
71,72,15
3,28,39
23,39,26
34,52,98
53,62,18
50,57,56
67,90,41
62,67,27
88,92,20
31,34,8
51,60,94
40,54,91
76,77,79
49,58,48
46,53,25
1,22,91
40,42,45
83,98,1
82,84,9
17,29,81
4,20,77
50,68,31
3,11,58
98,99,50
2,31,89
51,69,16
21,42,19
83,94,22
29,34,59
26,36,85
83,91,73
48,61,31
74,92,87
4,24,41
78,80,49
60,65,39
43,66,94
58,72,11
46,51,89
44,50,80
21,34,84
1,18,3
7,30,5
18,25,15
65,74,86
38,54,57
64,72,99
41,72,63
94,97,54
87,91,55
41,51,55
12,15,5
93,99,51
9,15,9
38,42,72
5,19,21
24,27,62
59,60,84
53,66,69
27,33,47
46,57,48
29,36,91
20,22,66
33,46,40
36,51,14
57,73,100
43,55,8
74,78,64
4,22,16
34,40,21
57,61,58
60,64,4
80,92,47
34,48,46
61,79,91
63,91,68
27,39,99
15,20,81
12,35,9
87,93,45
13,16,100
4,9,15
66,88,55
41,55,24
29,53,18
60,83,61
34,50,67
37,43,62
49,53,87
11,21,98
72,91,62
47,56,68
55,63,59
23,31,19
80,91,3
22,40,20
42,64,24
48,54,15
44,54,77
9,39,64
48,51,22
31,36,90
68,82,48
25,27,38
91,99,15
88,90,53
52,60,92
22,32,80
51,64,60
96,97,77
70,84,95
45,52,98
49,59,67
54,74,55
10,12,57
62,73,87
52,73,70
24,32,26
76,88,32
32,46,82
69,75,29
44,53,22
23,28,49
