Node1,Node2,Weight
50,55,92
2,6,83
108,111,84
42,47,97
132,133,62
125,129,29
51,54,84
112,118,94
15,20,91
80,85,36
31,34,24
115,116,43
70,71,61
106,109,78
18,21,22
141,144,1
73,80,48
54,55,27
145,147,14
34,38,92
103,110,81
77,84,4
10,13,80
140,141,25
74,79,39
44,58,47
130,135,93
55,58,38
122,125,83
18,22,0
15,27,76
64,65,13
110,112,41
49,52,33
54,64,8
123,124,77
53,57,10
142,147,36
37,40,72
75,85,8
121,127,67
49,51,57
85,86,18
20,24,7
8,13,83
84,87,10
101,105,85
51,53,83
70,81,23
130,134,42
65,66,54
56,59,85
57,58,49
87,90,36
38,41,75
127,131,76
3,5,88
9,10,38
147,148,19
94,95,39
96,99,21
34,35,41
112,119,35
63,73,4
58,64,6
63,67,51
90,95,54
75,82,60
14,17,63
50,52,5
106,114,74
124,128,94
134,140,48
7,9,96
74,77,42
22,29,4
71,72,44
113,123,0
72,74,14
68,71,56
28,38,74
95,98,4
46,47,4
42,45,46
16,30,19
9,13,52
73,78,70
18,20,19
99,104,18
62,67,81
139,148,99
80,83,10
37,43,64
134,137,58
22,23,82
7,11,5
57,67,19
41,48,67
8,18,100
46,55,20
90,94,73
143,149,19
122,123,83
62,71,55
13,16,90
97,100,26
92,95,39
61,69,9
67,76,97
90,92,20
13,18,67
120,129,54
98,107,16
90,96,8
5,11,1
111,115,75
127,129,22
117,122,35
89,93,44
57,59,86
55,59,9
108,110,88
130,139,63
109,111,22
10,11,12
46,51,10
63,68,3
126,131,10
42,43,2
77,78,62
31,37,19
116,121,57
6,11,55
106,108,87
40,41,52
45,52,6
79,83,22
102,109,6
124,126,15
125,126,52
119,125,87
101,106,45
45,48,97
34,40,98
128,134,70
80,82,38
86,92,6
145,146,54
49,54,66
137,140,100
129,131,62
96,102,0
76,77,7
33,39,99
35,45,37
115,118,92
143,145,89
116,123,92
56,58,23
78,79,95
39,42,0
117,120,81
61,68,99
139,140,23
140,145,95
1,10,80
105,109,70
69,76,76
105,108,14
77,81,65
111,113,34
68,80,1
103,105,30
28,33,57
41,47,100
3,6,14
33,36,72
64,72,8
54,56,79
74,76,88
102,106,55
110,119,74
16,19,48
81,87,94
17,19,72
13,15,64
69,74,2
43,48,26
81,86,46
10,14,97
35,44,33
143,144,96
114,116,70
139,142,50
77,80,76
79,80,68
22,26,31
72,77,57
48,57,39
104,108,57
70,75,84
67,68,91
125,132,0
99,103,57
55,57,8
87,92,80
86,93,17
124,127,23
73,77,23
135,140,9
8,14,11
98,101,51
147,149,86
89,100,59
91,95,62
126,138,33
22,25,71
4,6,55
24,27,68
88,96,85
44,45,26
143,148,70
58,61,6
120,127,95
114,121,25
118,121,75
30,34,59
124,125,80
0,6,20
42,46,25
60,62,24
49,55,17
94,99,90
128,129,99
118,123,60
45,47,63
112,113,47
98,102,53
95,97,84
16,17,61
81,84,49
88,89,28
35,37,60
80,86,72
103,106,5
143,147,97
82,84,7
97,99,29
80,81,79
92,94,73
141,143,28
97,98,13
103,104,33
64,70,97
5,12,24
137,147,71
97,101,36
2,13,59
122,127,15
109,117,45
45,53,83
89,90,43
99,100,14
68,72,34
73,76,29
44,51,18
25,27,28
70,84,88
38,45,93
142,149,96
65,71,98
29,34,87
137,142,65
3,4,89
66,72,78
59,63,42
71,76,55
131,138,79
70,72,92
7,13,29
64,66,56
75,77,43
8,9,86
47,48,21
115,117,83
48,50,19
9,20,93
28,31,4
10,16,1
12,14,100
48,53,22
91,94,97
5,8,95
59,61,87
103,108,27
62,63,58
47,51,31
100,107,0
16,21,94
123,129,86
5,10,80
140,142,40
60,73,48
100,105,19
52,53,53
122,133,4
42,44,62
22,30,56
55,63,51
4,8,76
117,118,100
65,67,90
101,103,22
91,92,22
128,137,30
109,110,86
139,144,15
82,83,0
92,96,50
93,99,84
42,51,92
41,45,10
113,115,52
46,50,94
56,57,19
69,71,27
47,54,22
30,35,3
77,79,98
120,126,83
132,138,46
19,26,18
142,144,49
97,105,51
50,58,21
31,36,25
116,119,7
14,15,2
57,60,49
26,28,83
28,32,4
85,89,21
125,128,82
30,32,71
137,138,71
75,80,15
56,62,34
14,21,68
82,88,70
37,42,9
111,112,34
55,66,23
11,13,61
6,7,82
16,18,30
34,37,89
2,4,66
105,111,46
14,16,90
74,81,71
5,14,100
89,92,42
102,107,86
106,112,68
61,63,22
93,96,31
48,52,86
33,34,44
62,66,25
65,70,2
57,62,96
23,24,44
28,29,87
118,122,35
131,135,0
30,38,23
140,146,18
134,136,92
49,53,6
67,73,7
115,121,22
24,26,6
103,111,71
105,106,9
2,11,38
43,46,44
80,91,84
57,69,91
5,6,48
54,59,53
100,101,70
66,67,82
10,15,50
123,125,13
24,25,31
62,64,90
75,81,69
17,20,3
103,107,100
18,25,78
73,74,85
37,38,22
9,14,59
31,35,95
69,72,73
95,96,10
10,12,27
48,49,75
90,100,67
108,113,59
89,95,96
10,19,0
143,146,97
67,69,43
62,68,34
142,143,84
105,113,2
11,16,1
82,90,36
65,73,36
109,113,22
62,72,5
39,47,70
