Node1,Node2,Weight
61,68,26
45,52,34
57,78,57
60,65,57
2,6,32
22,41,69
26,33,93
47,48,85
11,17,1
84,99,59
3,52,51
81,89,35
78,83,86
69,83,87
45,46,18
17,19,68
1,22,97
32,64,54
21,23,96
38,45,23
17,33,25
20,37,55
59,84,48
48,94,76
34,43,84
20,23,13
4,8,31
73,80,50
75,99,46
55,79,70
89,95,11
48,72,79
71,96,76
25,46,72
69,94,1
2,14,88
64,79,78
27,65,85
64,97,7
52,66,46
9,38,19
4,33,46
38,74,81
16,28,46
27,56,55
54,60,89
58,73,26
80,88,39
27,41,80
78,81,18
15,33,41
41,54,99
18,34,71
46,60,91
21,59,61
50,61,2
44,50,50
4,21,27
44,51,57
75,82,29
21,36,5
6,31,22
51,59,5
23,44,26
89,98,3
41,72,61
37,62,18
56,67,77
7,11,35
74,86,100
61,97,38
49,64,99
41,57,94
65,74,26
14,36,11
46,78,90
10,13,60
39,64,68
96,98,62
43,70,15
39,58,23
53,58,44
9,22,56
14,45,65
21,34,40
38,46,4
47,64,20
42,44,85
57,80,93
60,63,74
35,53,68
3,9,78
25,27,34
46,48,80
16,29,7
44,59,94
80,90,13
14,39,30
65,66,25
24,41,3
55,86,96
55,56,75
54,72,75
38,43,55
18,22,1
86,99,13
50,55,86
66,80,92
20,41,48
8,37,42
57,79,60
54,86,86
56,88,9
43,50,91
22,24,95
0,12,58
88,97,67
20,56,1
57,66,19
3,20,55
54,73,42
56,86,17
40,72,95
24,29,91
17,26,76
21,28,97
1,18,75
62,74,24
55,72,54
6,19,92
68,69,36
81,96,38
1,42,10
4,20,73
61,62,87
25,58,47
72,79,27
79,95,18
25,42,54
17,20,40
37,47,24
17,31,49
43,57,80
8,10,44
59,77,66
29,54,69
15,22,14
12,24,26
30,74,50
69,71,46
65,84,76
16,22,20
27,51,100
1,26,57
34,57,17
83,91,84
15,34,85
11,30,87
59,99,83
80,93,60
84,95,37
23,26,44
85,91,66
19,29,17
52,90,69
65,78,43
63,87,47
46,52,75
78,87,64
42,62,82
1,3,40
65,94,58
15,17,32
26,53,79
28,40,56
30,42,34
54,95,71
82,88,76
86,87,10
73,82,22
43,58,73
76,77,40
29,41,81
54,96,6
45,60,92
65,70,96
49,67,69
76,92,16
43,47,87
24,39,8
53,71,4
10,53,85
62,64,15
90,94,73
70,93,98
24,25,12
1,19,73
49,61,4
18,37,73
39,60,92
26,28,48
20,53,8
62,79,67
0,5,58
8,15,2
9,19,96
8,20,13
41,68,25
33,42,0
29,46,51
72,96,63
31,39,74
60,84,61
34,37,69
64,68,75
62,82,6
84,89,0
21,26,62
41,52,32
2,13,20
28,29,12
