Node1,Node2,Weight
88,98,2
130,131,83
24,32,49
96,103,10
46,52,94
89,97,22
87,91,20
15,32,20
7,8,55
49,51,55
47,62,8
38,50,74
22,24,84
3,14,42
27,30,43
111,117,46
91,96,31
33,46,59
39,45,66
90,93,28
59,70,33
81,85,18
65,71,24
19,28,17
95,96,98
105,119,100
70,73,73
52,53,9
46,49,26
74,89,77
2,5,78
42,58,24
67,70,14
77,81,97
3,12,62
62,64,80
111,118,50
62,65,84
87,95,18
106,108,6
37,39,19
10,13,41
107,113,96
134,137,40
131,136,30
78,82,48
140,144,6
13,17,29
134,143,48
51,54,92
37,38,56
75,84,30
103,120,67
5,6,5
107,109,76
31,39,74
129,130,62
120,134,75
85,89,0
83,92,56
117,126,34
103,111,31
96,120,47
125,127,24
23,24,31
81,89,58
79,87,38
133,134,45
14,22,96
20,29,37
81,87,48
2,12,69
85,87,96
88,92,72
87,89,73
146,149,95
39,46,90
66,77,84
33,34,100
19,29,16
47,51,21
49,56,68
25,32,87
126,130,27
43,47,23
0,11,1
8,17,92
65,76,83
80,84,83
99,101,100
116,130,0
20,25,51
19,24,17
20,23,1
59,66,76
91,93,24
6,26,91
2,3,2
103,106,32
120,121,48
51,61,28
72,82,57
37,40,56
58,68,47
44,51,1
46,51,56
15,27,90
46,61,49
116,125,63
75,77,7
123,130,14
122,131,86
13,20,74
78,85,50
121,124,74
80,82,13
126,131,10
109,112,56
126,143,33
143,148,16
67,81,77
115,135,60
11,13,71
99,108,51
20,24,50
126,129,54
21,23,5
70,71,53
129,146,100
63,78,87
136,141,98
124,132,7
20,27,93
94,106,2
136,138,43
77,84,4
115,129,65
120,127,9
129,139,47
59,60,23
77,82,1
14,18,79
41,51,68
40,52,90
121,125,56
106,112,51
49,50,28
87,99,20
27,35,18
39,50,74
52,54,59
133,135,98
96,109,61
17,24,24
52,64,62
75,94,76
97,99,80
50,54,3
29,33,26
48,60,61
38,47,76
111,112,32
70,80,58
76,79,26
114,116,9
33,52,66
