Node1,Node2,Weight
14,16,45
87,89,59
94,98,74
82,83,32
51,56,29
80,81,72
84,85,93
92,94,38
41,44,48
89,93,80
19,25,34
37,39,99
18,22,98
30,34,88
53,58,98
90,95,61
68,70,32
41,43,89
42,43,34
36,37,69
28,34,77
92,93,60
19,27,45
88,94,19
72,75,59
84,95,6
33,36,1
2,3,6
88,98,27
51,52,86
39,45,17
11,14,75
81,84,19
80,87,59
28,29,26
4,8,59
69,71,41
52,58,67
71,77,3
94,99,33
56,57,96
3,4,25
27,29,6
76,81,75
26,27,41
38,41,16
84,86,12
59,63,16
71,74,55
4,14,70
30,35,15
22,27,68
70,71,9
3,7,55
61,68,38
66,71,92
9,22,89
74,76,20
0,7,24
95,97,69
42,45,43
54,62,29
76,80,80
86,87,59
6,11,47
15,19,48
69,73,52
61,62,81
61,66,87
88,91,69
74,77,60
55,57,97
7,11,43
7,9,25
47,51,68
9,12,77
84,90,37
32,43,47
68,75,37
53,56,24
48,52,71
46,50,18
29,30,23
18,25,39
9,19,38
9,11,52
23,24,17
82,87,33
56,66,78
3,9,58
8,12,80
11,18,86
96,97,49
1,6,43
35,38,36
34,36,48
83,84,44
2,4,17
69,75,34
0,5,91
21,25,37
20,24,19
6,7,34
7,10,39
37,41,75
34,35,4
73,74,86
35,48,9
37,38,82
57,62,28
50,53,43
10,14,12
20,23,50
34,40,47
35,37,74
78,81,49
14,15,60
9,13,11
52,57,90
16,19,16
75,79,13
56,61,35
65,72,5
43,46,15
42,46,16
85,87,68
4,7,96
66,68,60
31,37,25
22,23,7
72,78,80
74,75,63
55,56,71
10,12,4
52,54,24
54,56,41
94,97,13
29,33,20
30,31,92
11,12,88
47,53,11
54,57,33
66,74,11
75,82,35
