Node1,Node2,Weight
26,30,66
168,172,35
163,165,24
18,19,32
106,109,77
51,53,79
34,36,91
52,55,87
165,167,49
23,27,78
22,26,54
181,182,61
36,40,79
102,103,54
188,191,72
132,133,52
167,168,84
185,186,70
168,169,35
77,79,3
126,129,61
84,87,1
36,37,14
16,19,61
73,75,93
88,89,24
115,123,68
4,6,15
96,99,80
117,119,64
140,143,41
169,171,17
174,176,29
187,188,58
180,186,7
20,24,62
171,181,73
19,24,86
88,90,44
144,146,86
100,102,76
172,173,87
60,61,81
146,150,32
148,153,76
188,192,24
66,69,21
17,18,74
111,112,28
27,28,18
9,11,49
154,155,69
18,20,67
19,22,79
107,109,97
53,54,72
69,70,74
17,19,61
41,44,38
54,55,80
43,45,100
90,91,88
197,199,17
133,134,56
146,149,3
142,144,2
55,56,90
194,195,27
76,79,34
36,38,27
78,81,24
104,108,2
182,186,13
160,161,39
161,165,26
125,128,73
33,35,33
97,105,87
65,68,26
43,44,72
74,78,26
23,24,71
84,86,58
162,166,59
167,171,8
149,151,1
22,23,81
14,17,33
124,131,74
13,14,43
70,76,61
59,60,93
13,15,66
144,145,52
130,132,45
103,108,19
176,179,69
121,123,18
30,31,1
180,183,8
194,197,62
128,134,36
72,78,69
183,185,27
176,180,73
139,140,52
156,162,4
126,128,38
179,183,84
169,172,76
6,7,43
151,153,54
187,190,8
78,79,92
175,177,56
24,25,76
136,140,36
114,116,67
133,136,56
164,170,22
80,84,31
66,68,26
90,93,91
125,126,81
30,33,91
65,67,67
92,93,94
56,58,6
185,187,43
173,176,6
7,12,24
89,90,33
68,72,6
48,51,90
74,77,0
156,160,51
148,150,88
108,111,1
159,160,42
180,182,1
142,145,32
37,43,7
117,120,31
57,58,35
194,199,14
141,143,93
34,38,33
191,194,76
135,136,43
198,199,78
122,124,35
98,99,100
135,140,75
190,197,94
116,119,54
76,77,59
85,86,76
148,151,19
42,43,18
10,13,66
129,131,16
136,137,100
21,27,20
57,60,41
0,1,26
145,146,42
119,123,7
84,85,57
106,107,67
151,155,3
189,192,56
128,131,64
146,148,3
53,55,68
99,100,33
157,159,92
4,5,42
45,46,80
155,156,77
143,145,55
194,196,52
48,50,19
114,120,96
186,187,20
37,39,89
22,25,43
20,25,68
82,85,79
129,130,78
179,180,90
7,16,37
73,74,36
191,196,67
54,59,75
171,173,19
122,127,30
161,162,84
128,130,4
70,71,33
14,19,94
125,129,89
171,174,17
153,154,16
149,156,16
47,50,57
121,124,62
69,71,100
88,91,61
63,65,79
147,149,27
38,40,52
47,48,77
42,47,59
170,171,1
93,96,46
97,98,11
150,153,65
62,66,83
117,122,93
9,10,19
126,127,22
115,119,74
153,158,77
100,101,51
162,163,96
32,33,92
186,190,9
45,48,40
156,158,61
10,12,57
109,113,44
166,169,3
144,147,71
109,110,33
157,160,26
65,66,20
64,65,66
193,194,81
192,194,2
5,8,15
41,45,22
123,124,29
17,24,88
86,89,72
