Node1,Node2,Weight
92,94,78
150,153,81
156,157,45
101,104,28
83,84,7
96,97,75
20,23,29
166,172,82
123,127,32
187,188,5
23,24,13
166,167,32
72,77,34
0,1,69
51,53,70
80,83,72
132,133,80
13,16,92
150,154,24
62,64,100
78,79,40
121,124,64
80,82,80
62,63,51
116,120,26
119,121,21
21,22,42
194,195,27
100,108,27
11,14,15
114,117,21
117,119,43
163,165,59
170,176,82
103,106,13
103,104,2
10,12,1
40,41,97
109,111,2
148,154,19
158,160,71
44,50,71
174,176,50
43,50,29
115,117,81
120,124,56
88,89,31
172,178,69
111,114,34
19,24,77
20,22,22
23,27,36
78,80,77
41,43,28
70,74,46
178,179,24
105,106,80
51,55,77
11,12,57
134,137,9
131,136,17
102,106,83
72,75,14
67,69,90
102,103,2
143,145,95
56,57,25
165,166,44
146,150,62
139,142,43
157,160,71
189,193,69
60,63,95
119,120,78
38,40,12
190,194,65
54,58,63
123,124,73
30,33,76
146,147,7
128,130,19
28,31,17
66,71,65
98,102,66
181,182,54
5,11,28
106,112,56
30,31,5
180,184,57
2,4,53
14,15,45
67,71,89
174,175,98
5,8,67
98,99,32
126,130,96
173,174,37
45,49,11
13,18,21
62,65,82
144,145,67
163,166,56
118,121,89
38,39,26
105,108,70
84,87,93
17,21,55
29,30,52
178,183,93
111,113,88
68,70,53
106,107,70
94,96,37
165,168,82
67,72,29
89,91,59
26,30,87
27,28,20
64,66,73
82,83,82
132,135,34
124,125,78
136,140,93
77,78,98
99,103,12
137,142,92
5,7,63
167,169,56
188,189,32
24,26,21
46,52,6
141,142,86
14,17,0
18,20,57
139,140,24
61,63,18
184,186,92
74,75,99
147,151,56
79,80,94
69,74,43
67,70,9
2,5,52
27,31,91
102,105,95
93,98,58
87,89,1
194,198,18
70,72,65
181,184,13
166,169,29
10,13,46
133,134,61
59,64,7
7,8,71
90,91,38
171,172,33
35,36,9
134,135,5
0,3,56
96,99,95
9,10,19
182,185,75
136,137,6
123,126,38
102,104,48
172,173,81
110,112,86
149,150,55
185,191,53
140,142,92
11,13,66
49,52,17
22,26,6
138,139,56
163,167,59
36,39,94
57,61,28
3,6,43
37,44,77
177,179,37
9,12,33
94,95,4
195,199,66
53,54,89
163,164,93
60,65,17
103,105,62
116,118,45
147,149,72
196,197,42
52,57,48
30,34,9
121,122,82
165,169,59
127,129,92
42,46,59
91,93,70
122,123,33
112,116,16
78,81,7
61,66,54
185,188,32
128,132,34
111,112,44
144,146,45
189,191,43
135,136,61
180,183,62
162,163,64
165,167,1
146,148,85
151,154,13
68,72,2
1,3,72
186,188,2
134,136,77
37,42,95
166,168,77
75,78,85
122,125,38
16,17,3
87,93,80
27,32,34
2,7,100
120,121,45
70,71,88
19,20,73
141,144,34
139,143,85
13,15,91
81,85,57
140,141,89
49,50,16
174,177,60
115,121,11
58,59,62
177,180,46
119,123,33
186,187,72
50,53,26
183,186,20
69,71,52
92,95,26
125,127,17
139,144,3
25,26,39
149,152,94
57,58,20
32,38,4
178,180,32
135,137,7
115,116,5
17,23,30
68,74,27
197,199,37
168,171,40
65,66,13
75,77,92
169,172,21
1,4,27
