Node1,Node2,Weight
40,56,30
46,57,9
3,16,69
101,104,44
6,12,8
105,108,80
64,99,16
26,93,88
57,109,73
67,75,20
82,129,29
98,99,46
107,143,65
137,140,67
58,73,16
90,119,85
118,121,49
138,147,9
6,44,48
117,118,33
106,142,38
47,90,23
9,25,59
74,79,55
18,30,89
63,80,48
8,60,20
57,108,37
60,68,59
102,113,28
84,126,86
62,127,41
65,82,10
94,137,35
88,98,40
14,71,82
103,149,18
107,129,4
86,97,80
8,56,62
20,24,86
134,145,49
72,101,98
88,110,99
65,108,18
51,116,100
36,60,3
129,136,53
11,28,75
131,133,39
121,128,100
26,69,16
76,103,87
8,16,61
49,62,45
57,111,98
17,76,22
87,116,28
139,140,39
94,106,76
16,33,93
118,143,26
92,120,57
5,6,34
31,37,51
8,65,85
46,97,18
56,79,83
