Node1,Node2,Weight
80,90,60
55,66,92
41,50,3
55,64,14
14,27,79
4,11,79
39,46,17
57,68,55
77,81,44
21,30,32
91,95,72
0,3,1
56,67,65
6,14,26
5,21,1
55,65,95
38,57,93
66,80,70
54,62,47
73,79,57
48,64,46
80,92,29
26,28,31
74,84,8
92,99,32
67,71,52
53,72,65
75,86,9
82,89,34
49,63,84
49,56,65
61,63,56
87,89,77
39,52,18
45,46,75
18,28,32
17,28,0
12,18,88
59,69,27
1,5,38
85,90,2
5,11,24
92,95,85
26,37,45
19,27,0
90,99,13
71,77,88
47,53,86
81,98,18
70,83,81
46,52,32
77,80,86
65,72,70
23,34,47
78,87,31
69,74,90
60,68,97
44,48,34
42,46,98
29,40,40
13,21,58
89,94,44
53,62,58
21,31,35
17,21,94
6,15,76
48,49,62
91,98,83
12,14,31
78,85,66
27,28,79
72,82,36
76,79,74
71,76,70
60,69,96
64,79,45
66,76,39
54,66,75
6,20,50
75,78,84
14,17,47
48,67,27
50,52,70
50,61,51
5,8,53
79,84,3
1,10,63
89,93,2
86,94,4
43,51,60
31,42,27
47,54,61
19,25,49
21,23,93
43,58,95
16,26,70
90,93,53
3,12,23
78,99,40
35,40,83
59,60,75
62,73,92
48,55,44
44,60,49
94,96,26
61,64,38
47,50,99
81,84,34
50,60,67
16,22,71
91,93,38
93,95,26
0,2,39
89,96,27
64,69,27
78,82,12
40,50,93
24,27,65
52,73,65
21,22,1
13,19,69
66,68,50
30,36,86
52,55,14
85,96,79
34,41,83
17,18,43
24,37,80
7,8,28
63,66,94
20,31,46
45,55,39
82,84,5
85,88,83
19,32,93
2,6,90
82,96,64
58,75,67
69,85,0
71,73,69
58,65,15
55,60,57
65,73,85
22,30,68
4,5,45
9,22,95
61,70,63
47,49,97
21,34,31
60,72,19
28,29,80
14,28,61
7,23,45
6,12,50
82,85,96
53,55,68
74,81,75
56,70,29
37,44,70
34,42,71
11,19,88
21,27,22
67,75,74
35,46,12
31,40,5
55,68,28
77,79,79
5,7,89
18,25,78
51,54,16
26,31,67
73,75,7
83,84,20
51,68,79
72,78,48
63,71,95
88,97,32
20,26,9
3,5,80
81,93,28
60,62,62
30,38,41
38,41,64
25,27,2
44,52,67
69,77,57
36,38,73
82,90,71
23,26,30
4,6,23
66,74,99
56,80,98
20,23,90
76,83,68
22,27,99
37,38,70
30,37,11
17,24,2
71,84,59
56,62,65
14,16,73
35,42,88
9,12,76
24,31,35
8,17,18
29,31,56
49,52,66
79,83,39
92,98,75
68,76,43
69,72,78
95,98,100
87,94,27
86,92,75
50,57,83
69,80,45
28,52,79
43,62,28
49,55,15
15,16,61
67,69,61
63,72,39
24,32,18
48,51,58
5,13,99
60,64,44
56,63,78
21,24,60
3,13,34
84,92,75
58,62,46
34,44,16
65,83,0
14,36,2
67,70,7
90,92,86
79,89,5
4,12,46
57,67,11
45,52,35
67,74,23
61,65,17
36,44,66
1,8,63
11,21,88
75,76,8
38,40,65
36,45,37
52,53,36
4,7,21
34,40,72
13,16,5
84,91,65
33,41,72
44,49,97
64,70,75
2,7,83
80,86,37
39,40,13
16,23,39
24,25,67
61,72,76
7,16,36
24,28,20
41,54,54
2,3,49
18,19,52
6,9,72
21,28,29
7,13,84
21,25,57
55,62,38
19,26,45
84,89,13
25,35,41
61,66,54
39,51,59
29,35,86
3,9,46
31,34,49
70,76,9
13,32,68
87,95,68
52,63,41
52,60,8
1,6,42
9,10,7
75,89,64
54,56,38
31,53,64
34,35,74
48,56,24
32,39,26
69,73,58
9,15,6
46,51,96
0,8,16
8,12,71
78,89,74
43,47,30
25,30,46
35,47,18
22,28,78
79,97,51
18,21,30
27,31,78
0,10,35
37,43,29
62,74,83
13,14,36
55,57,35
48,53,14
29,33,30
87,92,23
82,87,53
53,66,27
14,21,41
63,83,53
42,51,38
49,57,90
30,33,93
6,16,90
11,26,82
42,50,6
13,23,89
12,23,2
40,48,90
23,32,32
44,53,11
81,87,56
70,74,36
27,35,30
62,64,6
6,8,16
42,45,47
1,7,86
42,44,18
85,98,70
53,68,17
74,80,47
39,43,82
80,84,87
71,72,100
92,93,29
72,80,41
57,65,39
44,65,74
32,33,6
78,79,16
10,13,78
49,60,78
46,61,22
28,35,12
84,85,88
21,29,78
40,44,32
71,82,69
10,21,50
92,94,42
4,10,29
27,38,82
15,22,93
41,52,11
72,94,24
18,23,13
64,68,28
3,10,95
59,62,97
64,71,94
68,70,92
85,87,21
27,30,30
68,75,22
43,46,8
49,62,7
20,37,57
33,46,82
37,46,41
78,83,61
33,39,72
2,21,72
15,24,67
52,62,79
67,78,56
88,98,91
30,32,63
57,73,24
64,74,15
87,96,9
94,98,89
90,97,90
54,69,5
79,82,21
66,77,59
18,24,91
4,14,73
24,51,2
23,31,73
63,69,65
3,8,63
66,72,13
7,15,16
54,55,11
65,74,7
56,61,39
1,15,60
38,42,69
91,94,61
63,73,100
17,25,38
25,26,85
81,86,76
40,49,19
16,27,86
25,32,64
33,36,14
90,98,77
37,45,20
43,48,91
55,59,53
50,53,40
37,41,10
1,9,2
72,83,24
74,78,83
12,17,37
60,65,94
85,91,24
95,97,19
14,25,13
50,59,20
80,81,32
23,28,41
45,54,62
57,64,10
17,20,59
55,67,58
67,68,89
20,25,8
7,9,24
85,89,51
26,29,22
11,13,97
86,88,70
75,83,58
74,76,47
58,59,90
8,9,100
50,56,80
6,18,77
