Node1,Node2,Weight
22,23,33
33,38,12
122,129,61
1,2,11
112,139,24
27,36,35
108,125,19
60,74,49
111,123,94
64,78,60
138,142,76
89,96,51
8,36,44
71,96,21
107,113,49
68,101,9
77,88,40
18,21,92
39,41,50
9,25,69
68,119,72
85,91,0
101,113,98
5,31,39
63,64,17
47,54,58
137,140,34
43,98,80
34,50,56
125,146,33
56,72,48
16,22,91
9,23,38
112,131,1
75,99,53
115,121,52
117,124,55
63,80,7
38,53,83
39,58,45
67,79,7
84,85,20
22,48,3
9,16,41
12,35,19
102,141,20
74,95,96
91,124,30
73,76,56
99,137,63
109,142,94
143,147,88
60,73,48
106,112,37
73,75,53
28,60,51
36,65,7
73,102,29
108,109,84
2,9,57
27,55,74
3,6,16
107,136,75
56,67,13
76,118,18
52,76,31
46,61,73
56,83,4
55,60,13
34,40,39
11,18,80
30,43,93
89,94,60
143,148,29
32,52,98
81,97,60
130,141,80
66,80,47
65,107,57
2,22,13
34,54,63
76,103,19
117,122,39
127,143,82
54,88,100
104,121,48
32,44,62
13,39,58
86,108,30
128,140,61
126,137,29
66,100,79
18,38,55
131,148,90
54,67,54
20,68,6
105,106,10
51,70,3
120,131,77
28,29,53
102,145,81
130,146,39
10,20,8
4,12,10
32,45,31
20,55,80
103,106,53
91,93,12
83,120,44
91,105,94
36,41,81
25,36,57
62,100,76
39,51,85
12,21,98
125,132,72
139,148,57
3,18,70
95,112,45
4,6,90
136,144,63
58,78,36
107,142,72
90,106,24
70,81,78
49,67,1
29,40,19
79,110,33
106,121,17
5,7,17
57,77,28
20,25,44
63,78,63
68,74,32
120,124,32
45,48,91
12,15,36
83,88,60
98,99,3
144,146,52
95,102,75
12,27,1
100,112,94
32,35,23
32,82,85
10,37,94
133,136,36
106,113,38
56,63,55
105,138,36
101,121,94
16,80,48
122,137,99
59,91,23
31,55,59
28,43,98
36,38,0
101,125,4
97,105,29
76,78,45
54,58,86
116,121,65
102,108,54
96,103,1
62,64,78
20,34,78
29,32,85
21,28,97
39,60,97
110,130,90
58,60,99
23,49,69
27,56,39
47,62,15
1,16,9
0,4,71
59,89,23
102,109,30
54,75,56
57,63,64
68,98,27
30,54,88
12,66,38
19,33,80
147,149,85
99,101,58
